Dataset,Samples,Model,Accuracy_Mean,Accuracy_Std,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std,F1_Mean,F1_Std,ROC_AUC_Mean,ROC_AUC_Std
Adult,250,CatBoost,0.8397379465656669,0.003989332036576852,0.7381932350398327,0.05195121746337002,0.5220701454234389,0.05919008362629902,0.6076925576076277,0.02982682678074376,0.8880727270299358,0.003529290794552523
Adult,250,LightGBM,0.8118947691677756,0.007021347596317018,0.6358878813965878,0.030562492171638287,0.5076133447390933,0.03991463463334294,0.5630470880932397,0.020911165984346853,0.8481842704808965,0.009302575042051897
Adult,250,TabPFN,0.8350905926911659,0.0061529568746642215,0.7021676779280756,0.04296972501865593,0.5497005988023952,0.05703829761224845,0.6134702066857993,0.027407995327843937,0.8860939347442722,0.005744058216934244
Adult,250,XGBoost,0.8174634046473539,0.006235593741938395,0.6479270143723761,0.019197073619491523,0.5219846022241231,0.043733411622481164,0.5770792570322036,0.02608288762426951,0.8553515208466509,0.0070032460645561906
Adult,500,CatBoost,0.8483775207288362,0.0009935170894504132,0.7378022948053998,0.021327904371081178,0.5706586826347305,0.028402725430009823,0.642771978061466,0.010290348969102251,0.8967675123252544,0.001997568995785841
Adult,500,LightGBM,0.8279864878697923,0.0049138217727793514,0.6674316711340053,0.018896064762128028,0.563130881094953,0.03288076286437582,0.6101008003915102,0.015992344860023804,0.8707514033585749,0.006466366369477332
Adult,500,TabPFN,0.8439144231753506,0.003308610835881751,0.714090813781364,0.031325357937786645,0.5856287425149701,0.048088480602067975,0.6415438871137299,0.019695951522925834,0.8954746830233645,0.003218852357471039
Adult,500,XGBoost,0.8269628416419286,0.005897126325152672,0.6604899339298147,0.012182964100035838,0.5701454234388367,0.03467402600429639,0.6115619900280533,0.02150572556262355,0.8686966743599139,0.005444795517133737
Adult,750,CatBoost,0.8513051489405262,0.0008208340750017011,0.7481578040143122,0.018697530035014107,0.5723695466210436,0.023985297164834357,0.6479962792230525,0.008819016451692184,0.901003938256482,0.003012886436608514
Adult,750,LightGBM,0.8376701811853824,0.001817368493902905,0.688197977680946,0.010048118928487306,0.5890504704875962,0.021497569347115955,0.6344716705760377,0.009443292134874704,0.8799396592937893,0.0016289103806522306
Adult,750,TabPFN,0.8476814412938888,0.0020840693081689604,0.7264213547342248,0.017013930876988038,0.5848588537211291,0.03016929277582783,0.6473091749515758,0.013135262521257475,0.8987969962376419,0.002497846102001295
Adult,750,XGBoost,0.8348039717473641,0.0011034507505957105,0.6766715633004787,0.006208074002190685,0.5937553464499572,0.02248134844979177,0.6322309652873483,0.01026007863455426,0.87485999222502,0.002468532363996574
Adult,1000,CatBoost,0.8527791995086498,0.0011385044703367264,0.7463262734876416,0.014822355954297314,0.5839178785286568,0.01636370078090701,0.6549132634598186,0.004833045192064971,0.9029006638663384,0.002330755615189575
Adult,1000,LightGBM,0.8363189681646024,0.0016185267991444367,0.6815690301880116,0.009281898573967618,0.5940119760479042,0.0207241531557611,0.6345070377332653,0.008881063637068934,0.8832272590754819,0.0020194573790697735
Adult,1000,TabPFN,0.846944416009827,0.0033149388723333942,0.7261442503441329,0.008007766330345872,0.5792985457656117,0.0299807252451041,0.6439909429220736,0.016808126352016835,0.9002820128242277,0.0016125985929187224
Adult,1000,XGBoost,0.8371174122223358,0.0035248228918712578,0.6839582079096591,0.017557749854137293,0.5954662104362703,0.016513936827350938,0.6363095499880022,0.004387545371037312,0.8810246742226949,0.003894598754065661
Adult,1500,CatBoost,0.8551335858327362,0.0006409039141160098,0.754620784391301,0.012921292540735116,0.5857142857142856,0.02129493098554927,0.6591584509725527,0.008551635503573116,0.906375005914119,0.0018875067304110964
Adult,1500,LightGBM,0.8415395639267069,0.00223098523059715,0.6950364891082442,0.012886737397532709,0.602994011976048,0.015068720469647228,0.6455205270803374,0.004737248425313272,0.8892502382051746,0.003041549758948096
Adult,1500,TabPFN,0.851673661582557,0.0016265993020852748,0.7405681730085343,0.01628747906508054,0.5863986313088109,0.018616704185475078,0.6541618936940548,0.005624517716574545,0.9043705080754922,0.0018898098335817005
Adult,1500,XGBoost,0.8401883509059269,0.0036389147649977865,0.6885648256298499,0.013665288451626727,0.6073567151411462,0.010406779350381914,0.6452820959714476,0.005794153022854011,0.8859473912202127,0.0037714296122419496
Adult,2000,CatBoost,0.8578155389497389,0.0018777701226168476,0.7612417675599443,0.012440082616129916,0.5919589392643284,0.016222225208308717,0.6657815873775325,0.007248138686360062,0.9090803282989359,0.0016616744724804052
Adult,2000,LightGBM,0.8460640802538641,0.0025890358599380686,0.7077977969147241,0.010837642402443289,0.6081266039349872,0.01221202201864359,0.654061759990958,0.005988227202219198,0.8953134103210616,0.0029596108331707417
Adult,2000,TabPFN,0.8543351417750026,0.0025734067130671625,0.7459649734450062,0.012313689484872117,0.593840889649273,0.007654802014773542,0.6611767365099046,0.004304703526043669,0.9062952933742642,0.002272008689759255
Adult,2000,XGBoost,0.842071859965196,0.002289400293154732,0.6948180116869761,0.009759272151301814,0.606928999144568,0.008419597812245279,0.6478216205115729,0.0036203056028376156,0.8897609763459414,0.0036677841843323084
Adult,3000,CatBoost,0.8606612754631999,0.0018173684939029344,0.7661687604262358,0.0162094895641111,0.6023096663815227,0.02116092203559046,0.6740278405627698,0.008397302777068922,0.9111887937603079,0.0018973301922800782
Adult,3000,LightGBM,0.8510799467703961,0.0022267540884313413,0.7230531547105895,0.011512091193071321,0.6130881094952951,0.023957059854661157,0.6631814790953249,0.01066758368780815,0.9030950095886432,0.0023603807074791504
Adult,3000,TabPFN,0.8565462176271881,0.002405677531549678,0.7434008596605748,0.013415497268788022,0.6123182207014543,0.009900493610117024,0.6713817285997545,0.003513253758075867,0.908425268385888,0.0015965717934235603
Adult,3000,XGBoost,0.8491554918620124,0.002745395519319854,0.7116567793365796,0.01139116985590466,0.6222412318220701,0.02066669522117569,0.663684543944578,0.009524967294475427,0.8975088579401552,0.003957299431651174
Adult,4000,CatBoost,0.8622991094277817,0.003180230123978087,0.7643587249194121,0.011879255897757245,0.6142001710863986,0.013103057041950727,0.680982433389232,0.008217992461591715,0.9136306083259974,0.0016829983524132425
Adult,4000,LightGBM,0.854969802436278,0.004461618186462267,0.7296711679926926,0.01628279366679752,0.6266894781864842,0.019028315091051202,0.6740184307737067,0.010704260879458081,0.9068048227899699,0.0031945922422340033
Adult,4000,TabPFN,0.8572627699866926,0.002488113191101528,0.7460773700442745,0.008786286731979719,0.6120615911035072,0.014111387242364085,0.6723403929658003,0.007838500097401693,0.9097692325136911,0.0011140966132702826
Adult,4000,XGBoost,0.8501586651653188,0.0034153600116518332,0.7138107210052341,0.010656931360951654,0.6245508982035928,0.01796763580272787,0.6660331693012358,0.009893797732926847,0.9017824320215905,0.003906572813326453
Adult,6000,CatBoost,0.8662708567918926,0.0007187425399341501,0.7718716788369082,0.006216409539708282,0.626518391787853,0.010009833730454446,0.6915648968892875,0.004021447094279437,0.9181897178018378,0.0005156498205939079
Adult,6000,LightGBM,0.8591462790459617,0.0021214435229872644,0.7381751718363467,0.009735248886149506,0.6379811804961506,0.012686664994659752,0.6843098599965948,0.0056200320039517995,0.913573544991452,0.0024567366281086664
Adult,6000,TabPFN,0.8594943187634353,0.0016907214922356566,0.7504216337336962,0.0077754212507272,0.6189050470487596,0.011795194382495908,0.6782515236952517,0.005678317919079837,0.91220555025827,0.0014264294309072963
