Dataset,Samples,Metric,Model,Mean,Std,N
Bank Marketing,6000,Accuracy,XGBoost,0.8977772862987946,0.0019290276172461217,5
Bank Marketing,6000,Accuracy,LightGBM,0.899635076855026,0.0018841305310612385,5
Bank Marketing,6000,Accuracy,CatBoost,0.9055401968373328,0.0007637419727891979,5
Bank Marketing,6000,Accuracy,TabPFN,0.9092557779497954,0.0014430945719570577,5
Bank Marketing,6000,Precision,XGBoost,0.5851085563339471,0.012096783194141607,5
Bank Marketing,6000,Precision,LightGBM,0.6002993861105802,0.013055908371662105,5
Bank Marketing,6000,Precision,CatBoost,0.6408979451298881,0.006650038710985784,5
Bank Marketing,6000,Precision,TabPFN,0.6417822657304064,0.009340786256519653,5
Bank Marketing,6000,Recall,XGBoost,0.43478260869565216,0.01336685786742057,5
Bank Marketing,6000,Recall,LightGBM,0.42608695652173906,0.00967136275409187,5
Bank Marketing,6000,Recall,CatBoost,0.4383742911153119,0.010056284369202551,5
Bank Marketing,6000,Recall,TabPFN,0.5083175803402646,0.017624494828429545,5
Bank Marketing,6000,F1,XGBoost,0.49874782744345547,0.010400676151661575,5
Bank Marketing,6000,F1,LightGBM,0.4983262609547473,0.008474015878184568,5
Bank Marketing,6000,F1,CatBoost,0.5205477669967342,0.006463950050168483,5
Bank Marketing,6000,F1,TabPFN,0.5671205158461312,0.01080694261052018,5
Bank Marketing,6000,ROC_AUC,XGBoost,0.9070294136098758,0.0031750709912804864,5
Bank Marketing,6000,ROC_AUC,LightGBM,0.9130650925115973,0.0019987282277485786,5
Bank Marketing,6000,ROC_AUC,CatBoost,0.922907033864299,0.0021077465269425323,5
Bank Marketing,6000,ROC_AUC,TabPFN,0.9347677415001898,0.0007517840893826603,5
Bank Marketing,8000,Accuracy,XGBoost,0.898462899480261,0.002675097576328018,5
Bank Marketing,8000,Accuracy,LightGBM,0.9018024991706293,0.0013655964873635065,5
Bank Marketing,8000,Accuracy,CatBoost,0.9060931106933541,0.0014061850588532093,5
Bank Marketing,8000,Accuracy,TabPFN,0.9100077407939843,0.0012642275870422288,5
Bank Marketing,8000,Precision,XGBoost,0.586502781882383,0.016487988203176745,5
Bank Marketing,8000,Precision,LightGBM,0.6111809583358062,0.00853401484400493,5
Bank Marketing,8000,Precision,CatBoost,0.6405535719601536,0.006431508057768397,5
Bank Marketing,8000,Precision,TabPFN,0.6421928003857267,0.007004859986086548,5
Bank Marketing,8000,Recall,XGBoost,0.4493383742911153,0.008201849962161327,5
Bank Marketing,8000,Recall,LightGBM,0.44177693761814735,0.007154703541692081,5
Bank Marketing,8000,Recall,CatBoost,0.4495274102079395,0.011664450486937513,5
Bank Marketing,8000,Recall,TabPFN,0.5213610586011341,0.012133691142443243,5
Bank Marketing,8000,F1,XGBoost,0.50875413873349,0.009257610916141046,5
Bank Marketing,8000,F1,LightGBM,0.5128283922238871,0.006859715911174459,5
Bank Marketing,8000,F1,CatBoost,0.5282733148107761,0.010077328217055884,5
Bank Marketing,8000,F1,TabPFN,0.5754319579808003,0.008177630496698037,5
Bank Marketing,8000,ROC_AUC,XGBoost,0.9109335793838399,0.002362165992209614,5
Bank Marketing,8000,ROC_AUC,LightGBM,0.9172408805262229,0.003260509488618232,5
Bank Marketing,8000,ROC_AUC,CatBoost,0.9250716312367352,0.00210521968300918,5
Bank Marketing,8000,ROC_AUC,TabPFN,0.9360462966360602,0.0007178226080624326,5
Bank Marketing,12000,Accuracy,XGBoost,0.9013159349773305,0.000776445413316033,5
Bank Marketing,12000,Accuracy,LightGBM,0.9046997677761803,0.001302343958459562,5
Bank Marketing,12000,Accuracy,CatBoost,0.9071768218511556,0.001601733323764313,5
Bank Marketing,12000,Accuracy,TabPFN,0.9109366360721,0.0008763292162405715,5
Bank Marketing,12000,Precision,XGBoost,0.6023571266811423,0.008667029334418992,5
Bank Marketing,12000,Precision,LightGBM,0.6294338611613481,0.011856518899036219,5
Bank Marketing,12000,Precision,CatBoost,0.6489137704528275,0.0084212582074426,5
Bank Marketing,12000,Precision,TabPFN,0.6463745734006033,0.006026847971932771,5
Bank Marketing,12000,Recall,XGBoost,0.4616257088846881,0.012918222732151168,5
Bank Marketing,12000,Recall,LightGBM,0.45179584120982985,0.011420648368236825,5
Bank Marketing,12000,Recall,CatBoost,0.450094517958412,0.013993765991169563,5
Bank Marketing,12000,Recall,TabPFN,0.5274102079395085,0.012786152418212363,5
Bank Marketing,12000,F1,XGBoost,0.5225023909070056,0.00520527766122316,5
Bank Marketing,12000,F1,LightGBM,0.5258626471406803,0.006119537149406342,5
Bank Marketing,12000,F1,CatBoost,0.53145137444341,0.011726911754025068,5
Bank Marketing,12000,F1,TabPFN,0.5807659575730189,0.007063830924781664,5
Bank Marketing,12000,ROC_AUC,XGBoost,0.9147113858333146,0.00048813210222415173,5
Bank Marketing,12000,ROC_AUC,LightGBM,0.9233612172161176,0.0007024635530540633,5
Bank Marketing,12000,ROC_AUC,CatBoost,0.9278476065117369,0.0012178785304215371,5
Bank Marketing,12000,ROC_AUC,TabPFN,0.9374090360825413,0.000738165198900788,5
Bank Marketing,16000,Accuracy,XGBoost,0.9021121309300011,0.0007795889298690334,5
Bank Marketing,16000,Accuracy,LightGBM,0.9050757491982748,0.0017547503271177292,5
Bank Marketing,16000,Accuracy,CatBoost,0.9080836005750303,0.0015310822637462768,5
Bank Marketing,16000,Accuracy,TabPFN,0.911511666482362,0.0010355886116061976,5
Bank Marketing,16000,Precision,XGBoost,0.6054260165243084,0.00409701992897864,5
Bank Marketing,16000,Precision,LightGBM,0.6290225160114606,0.01133700229913847,5
Bank Marketing,16000,Precision,CatBoost,0.6494449516883329,0.009525228731255947,5
Bank Marketing,16000,Precision,TabPFN,0.6458652060868325,0.005185007110465195,5
Bank Marketing,16000,Recall,XGBoost,0.4689981096408317,0.009390158190563167,5
Bank Marketing,16000,Recall,LightGBM,0.4601134215500945,0.00606684557122164,5
Bank Marketing,16000,Recall,CatBoost,0.46597353497164457,0.012907845258740737,5
Bank Marketing,16000,Recall,TabPFN,0.5395085066162572,0.01040556441929898,5
Bank Marketing,16000,F1,XGBoost,0.528509865710572,0.0064322948879687505,5
Bank Marketing,16000,F1,LightGBM,0.5314521992324699,0.007421064802539756,5
Bank Marketing,16000,F1,CatBoost,0.5425304555132839,0.009920967175348055,5
Bank Marketing,16000,F1,TabPFN,0.587871375732578,0.006943185799171147,5
Bank Marketing,16000,ROC_AUC,XGBoost,0.9180493197902967,0.001538475241430273,5
Bank Marketing,16000,ROC_AUC,LightGBM,0.9279859329816185,0.0014353783220845083,5
Bank Marketing,16000,ROC_AUC,CatBoost,0.9297629652952784,0.0010524120559124374,5
Bank Marketing,16000,ROC_AUC,TabPFN,0.9388495797294784,0.00030286733044285695,5
Bank Marketing,24000,Accuracy,XGBoost,0.9031294924250801,0.0022005693621731954,5
Bank Marketing,24000,Accuracy,LightGBM,0.9065354417781709,0.001197157456837361,5
Bank Marketing,24000,Accuracy,CatBoost,0.9095654097091673,0.0015109831739375397,5
Bank Marketing,24000,Accuracy,TabPFN,0.9130819418334625,0.00047563448341485064,5
Bank Marketing,24000,Precision,XGBoost,0.611410456617026,0.01216747520683995,5
Bank Marketing,24000,Precision,LightGBM,0.6345106767745406,0.009146526333914709,5
Bank Marketing,24000,Precision,CatBoost,0.6546887929507231,0.009356038771764661,5
Bank Marketing,24000,Precision,TabPFN,0.6516181744429528,0.003863634057495249,5
Bank Marketing,24000,Recall,XGBoost,0.4720226843100189,0.011854375875321852,5
Bank Marketing,24000,Recall,LightGBM,0.47485822306238185,0.011606866868059536,5
Bank Marketing,24000,Recall,CatBoost,0.48052930056710774,0.007579138070597137,5
Bank Marketing,24000,Recall,TabPFN,0.5525519848771265,0.005072365922494788,5
Bank Marketing,24000,F1,XGBoost,0.532725043124594,0.01151700210809707,5
Bank Marketing,24000,F1,LightGBM,0.5430842998240578,0.00725403723056654,5
Bank Marketing,24000,F1,CatBoost,0.554228351005448,0.007487239863818027,5
Bank Marketing,24000,F1,TabPFN,0.5979880004741198,0.002378597359033832,5
Bank Marketing,24000,ROC_AUC,XGBoost,0.9233989888886655,0.0009112407200651813,5
Bank Marketing,24000,ROC_AUC,LightGBM,0.9315516688308536,0.0012086806736851348,5
Bank Marketing,24000,ROC_AUC,CatBoost,0.9327253486866324,0.0009685536347049013,5
Bank Marketing,24000,ROC_AUC,TabPFN,0.9408758861428506,0.00022705738259921294,5
Bank Marketing,32000,Accuracy,XGBoost,0.9049872829813115,0.0012593819287853717,5
Bank Marketing,32000,Accuracy,LightGBM,0.9081057171292711,0.0019858769209408498,5
Bank Marketing,32000,Accuracy,CatBoost,0.910206789782152,0.0012776976676203986,5
Bank Marketing,32000,Accuracy,TabPFN,0.9147627999557668,0.0004381646081202998,5
Bank Marketing,32000,Precision,XGBoost,0.6209797897133268,0.004724408408402911,5
Bank Marketing,32000,Precision,LightGBM,0.6442895539883283,0.009548389572332993,5
Bank Marketing,32000,Precision,CatBoost,0.6558248490978051,0.00618818849540224,5
Bank Marketing,32000,Precision,TabPFN,0.6601461958337979,0.0032373382041526585,5
Bank Marketing,32000,Recall,XGBoost,0.4820415879017014,0.013079728263797774,5
Bank Marketing,32000,Recall,LightGBM,0.47882797731568993,0.015307824608628121,5
Bank Marketing,32000,Recall,CatBoost,0.48922495274102074,0.008856489054913059,5
Bank Marketing,32000,Recall,TabPFN,0.5595463137996219,0.004226971602079007,5
Bank Marketing,32000,F1,XGBoost,0.5427149607243855,0.009928243892566222,5
Bank Marketing,32000,F1,LightGBM,0.5493157083909754,0.013001564835517251,5
Bank Marketing,32000,F1,CatBoost,0.5603913695418343,0.007822703446506395,5
Bank Marketing,32000,F1,TabPFN,0.6056838490164039,0.002247339168881692,5
Bank Marketing,32000,ROC_AUC,XGBoost,0.9255271639996069,0.0014916443193880085,5
Bank Marketing,32000,ROC_AUC,LightGBM,0.9333920050946185,0.0007399731734156986,5
Bank Marketing,32000,ROC_AUC,CatBoost,0.9335128839163224,0.00023341950719799938,5
Bank Marketing,32000,ROC_AUC,TabPFN,0.9417420541587308,0.00015859215593299705,5
Credit-G,10,Accuracy,XGBoost,0.7,0.0,5
Credit-G,10,Accuracy,LightGBM,0.7,0.0,5
Credit-G,10,Accuracy,CatBoost,0.681,0.015572411502397411,5
Credit-G,10,Accuracy,TabPFN,0.6849999999999999,0.01968501968502949,5
Credit-G,10,Precision,XGBoost,0.7,0.0,5
Credit-G,10,Precision,LightGBM,0.7,0.0,5
Credit-G,10,Precision,CatBoost,0.7179865886226164,0.007325016581725167,5
Credit-G,10,Precision,TabPFN,0.7123512287798002,0.01741969040369741,5
Credit-G,10,Recall,XGBoost,1.0,0.0,5
Credit-G,10,Recall,LightGBM,1.0,0.0,5
Credit-G,10,Recall,CatBoost,0.8971428571428574,0.047001953932463154,5
Credit-G,10,Recall,TabPFN,0.9271428571428573,0.08636656571538194,5
Credit-G,10,F1,XGBoost,0.8235294117647058,0.0,5
Credit-G,10,F1,LightGBM,0.8235294117647058,0.0,5
Credit-G,10,F1,CatBoost,0.7970435415864103,0.016665300546896793,5
Credit-G,10,F1,TabPFN,0.8034255409962967,0.0257758840493012,5
Credit-G,10,ROC_AUC,XGBoost,0.5450595238095237,0.06005912560630654,5
Credit-G,10,ROC_AUC,LightGBM,0.5,0.0,5
Credit-G,10,ROC_AUC,CatBoost,0.6269285714285714,0.05087189069651869,5
Credit-G,10,ROC_AUC,TabPFN,0.6168095238095238,0.04091199212667651,5
Credit-G,20,Accuracy,XGBoost,0.664,0.019170289512680832,5
Credit-G,20,Accuracy,LightGBM,0.7,0.0,5
Credit-G,20,Accuracy,CatBoost,0.7070000000000001,0.047116875957558986,5
Credit-G,20,Accuracy,TabPFN,0.706,0.011937336386313332,5
Credit-G,20,Precision,XGBoost,0.7288143232628097,0.0211748341604282,5
Credit-G,20,Precision,LightGBM,0.7,0.0,5
Credit-G,20,Precision,CatBoost,0.7355750924787775,0.0397297098756014,5
Credit-G,20,Precision,TabPFN,0.7162407398650192,0.025787200191333813,5
Credit-G,20,Recall,XGBoost,0.832857142857143,0.07866877087004778,5
Credit-G,20,Recall,LightGBM,1.0,0.0,5
Credit-G,20,Recall,CatBoost,0.9114285714285714,0.00958314847499904,5
Credit-G,20,Recall,TabPFN,0.9657142857142856,0.04612538368846554,5
Credit-G,20,F1,XGBoost,0.7750259833414158,0.02658536356626171,5
Credit-G,20,F1,LightGBM,0.8235294117647058,0.0,5
Credit-G,20,F1,CatBoost,0.8137586154330275,0.026416120331385955,5
Credit-G,20,F1,TabPFN,0.8213343925358444,0.0024489407095668434,5
Credit-G,20,ROC_AUC,XGBoost,0.6120119047619047,0.01777243799128855,5
Credit-G,20,ROC_AUC,LightGBM,0.5,0.0,5
Credit-G,20,ROC_AUC,CatBoost,0.6813095238095239,0.04976752930163517,5
Credit-G,20,ROC_AUC,TabPFN,0.6680952380952381,0.04854231445364971,5
Credit-G,35,Accuracy,XGBoost,0.667,0.04535967372016691,5
Credit-G,35,Accuracy,LightGBM,0.7,0.0,5
Credit-G,35,Accuracy,CatBoost,0.709,0.008215838362577499,5
Credit-G,35,Accuracy,TabPFN,0.6980000000000001,0.008366600265340762,5
Credit-G,35,Precision,XGBoost,0.7379916475308274,0.02002309906629959,5
Credit-G,35,Precision,LightGBM,0.7,0.0,5
Credit-G,35,Precision,CatBoost,0.7336534321212603,0.017427681823928322,5
Credit-G,35,Precision,TabPFN,0.7186601222767588,0.020320362748199542,5
Credit-G,35,Recall,XGBoost,0.8114285714285714,0.05816057995949224,5
Credit-G,35,Recall,LightGBM,1.0,0.0,5
Credit-G,35,Recall,CatBoost,0.9199999999999999,0.04984670377819401,5
Credit-G,35,Recall,TabPFN,0.9385714285714284,0.061153870837154255,5
Credit-G,35,F1,XGBoost,0.772593362997334,0.037197740661481286,5
Credit-G,35,F1,LightGBM,0.8235294117647058,0.0,5
Credit-G,35,F1,CatBoost,0.815355693477958,0.011413359145958746,5
Credit-G,35,F1,TabPFN,0.8126542996831063,0.01223837102994241,5
Credit-G,35,ROC_AUC,XGBoost,0.6287619047619047,0.058096982311833516,5
Credit-G,35,ROC_AUC,LightGBM,0.5,0.0,5
Credit-G,35,ROC_AUC,CatBoost,0.6855,0.039956254423728105,5
Credit-G,35,ROC_AUC,TabPFN,0.663,0.04285403427879634,5
Credit-G,50,Accuracy,XGBoost,0.6799999999999999,0.041982139059366645,5
Credit-G,50,Accuracy,LightGBM,0.6759999999999999,0.02701851217221257,5
Credit-G,50,Accuracy,CatBoost,0.714,0.036640141921122506,5
Credit-G,50,Accuracy,TabPFN,0.6950000000000001,0.021505813167606528,5
Credit-G,50,Precision,XGBoost,0.7524880017527076,0.02488127576305617,5
Credit-G,50,Precision,LightGBM,0.731838596003153,0.013289727757815019,5
Credit-G,50,Precision,CatBoost,0.7436917416512703,0.023580763751980146,5
Credit-G,50,Precision,TabPFN,0.7398215354080617,0.026759108403732815,5
Credit-G,50,Recall,XGBoost,0.8085714285714285,0.04021625217216928,5
Credit-G,50,Recall,LightGBM,0.8485714285714284,0.057454507291972004,5
Credit-G,50,Recall,CatBoost,0.9028571428571428,0.022360679774997876,5
Credit-G,50,Recall,TabPFN,0.8742857142857143,0.05165624209075583,5
Credit-G,50,F1,XGBoost,0.7793948778537196,0.030776868068247677,5
Credit-G,50,F1,LightGBM,0.7850791143906164,0.023694932536201217,5
Credit-G,50,F1,CatBoost,0.8155561499436997,0.02291047381123699,5
Credit-G,50,F1,TabPFN,0.8002490405939039,0.015782658901224888,5
Credit-G,50,ROC_AUC,XGBoost,0.6554166666666668,0.06713681478215197,5
Credit-G,50,ROC_AUC,LightGBM,0.6135952380952381,0.0451242026518584,5
Credit-G,50,ROC_AUC,CatBoost,0.6974523809523809,0.051195500860818095,5
Credit-G,50,ROC_AUC,TabPFN,0.6736428571428572,0.05069035876431855,5
Credit-G,75,Accuracy,XGBoost,0.696,0.03595135602449508,5
Credit-G,75,Accuracy,LightGBM,0.7,0.018708286933869663,5
Credit-G,75,Accuracy,CatBoost,0.729,0.023291629397704253,5
Credit-G,75,Accuracy,TabPFN,0.707,0.03492849839314595,5
Credit-G,75,Precision,XGBoost,0.7802079884639982,0.03512653473171545,5
Credit-G,75,Precision,LightGBM,0.7711195475289003,0.02231608265854414,5
Credit-G,75,Precision,CatBoost,0.7589758726833915,0.013990246130356267,5
Credit-G,75,Precision,TabPFN,0.7436606322418415,0.04215458177489033,5
Credit-G,75,Recall,XGBoost,0.79,0.03447862396042048,5
Credit-G,75,Recall,LightGBM,0.8142857142857143,0.028571428571428574,5
Credit-G,75,Recall,CatBoost,0.8985714285714286,0.038926933124110594,5
Credit-G,75,Recall,TabPFN,0.8957142857142857,0.0688091118788131,5
Credit-G,75,F1,XGBoost,0.7844291991782301,0.024263333929720486,5
Credit-G,75,F1,LightGBM,0.7916184399793573,0.012517479472609774,5
Credit-G,75,F1,CatBoost,0.8225212589950873,0.01805457011624133,5
Credit-G,75,F1,TabPFN,0.810349937952725,0.022197021913973887,5
Credit-G,75,ROC_AUC,XGBoost,0.6846190476190477,0.03666525584793536,5
Credit-G,75,ROC_AUC,LightGBM,0.6773452380952381,0.034933722069681095,5
Credit-G,75,ROC_AUC,CatBoost,0.7276904761904761,0.021787763369677558,5
Credit-G,75,ROC_AUC,TabPFN,0.714,0.040022988008905525,5
Credit-G,100,Accuracy,XGBoost,0.701,0.013874436925511578,5
Credit-G,100,Accuracy,LightGBM,0.7010000000000001,0.031898275815473144,5
Credit-G,100,Accuracy,CatBoost,0.7229999999999999,0.022248595461287008,5
Credit-G,100,Accuracy,TabPFN,0.708,0.024135036772294317,5
Credit-G,100,Precision,XGBoost,0.7738570026316298,0.01283157309639243,5
Credit-G,100,Precision,LightGBM,0.7791060131860343,0.02030943943174415,5
Credit-G,100,Precision,CatBoost,0.7538600939257457,0.012190463515161105,5
Credit-G,100,Precision,TabPFN,0.7624576882899371,0.014591607295467492,5
Credit-G,100,Recall,XGBoost,0.8099999999999999,0.028838041768837648,5
Credit-G,100,Recall,LightGBM,0.8,0.04315373561998064,5
Credit-G,100,Recall,CatBoost,0.8971428571428571,0.01862629258629329,5
Credit-G,100,Recall,TabPFN,0.8485714285714285,0.06840008354213778,5
Credit-G,100,F1,XGBoost,0.7911905486401717,0.012301967989581646,5
Credit-G,100,F1,LightGBM,0.7889299858875575,0.025989362171481734,5
Credit-G,100,F1,CatBoost,0.8192793176889748,0.014913297605500779,5
Credit-G,100,F1,TabPFN,0.8017640788479033,0.025455754815013724,5
Credit-G,100,ROC_AUC,XGBoost,0.6996904761904761,0.007815818456220015,5
Credit-G,100,ROC_AUC,LightGBM,0.6975952380952382,0.03381438596829311,5
Credit-G,100,ROC_AUC,CatBoost,0.7342380952380951,0.024477331129619126,5
Credit-G,100,ROC_AUC,TabPFN,0.7247380952380953,0.034198425591321774,5
Credit-G,150,Accuracy,XGBoost,0.6839999999999999,0.02966479394838263,5
Credit-G,150,Accuracy,LightGBM,0.678,0.02079663434308538,5
Credit-G,150,Accuracy,CatBoost,0.724,0.021908902300206663,5
Credit-G,150,Accuracy,TabPFN,0.708,0.01987460691435176,5
Credit-G,150,Precision,XGBoost,0.7704492322600247,0.017345525759798693,5
Credit-G,150,Precision,LightGBM,0.7735171307986614,0.02370143462697937,5
Credit-G,150,Precision,CatBoost,0.7632628472675101,0.026394608768084638,5
Credit-G,150,Precision,TabPFN,0.7624384262382597,0.021378149920365835,5
Credit-G,150,Recall,XGBoost,0.7814285714285715,0.04059506353823663,5
Credit-G,150,Recall,LightGBM,0.7657142857142857,0.0447213595499958,5
Credit-G,150,Recall,CatBoost,0.8814285714285715,0.052634666934115795,5
Credit-G,150,Recall,TabPFN,0.8485714285714285,0.0426781978465419,5
Credit-G,150,F1,XGBoost,0.7755408135603581,0.02476060070273469,5
Credit-G,150,F1,LightGBM,0.7685938436989209,0.019502392844699935,5
Credit-G,150,F1,CatBoost,0.8168612681151635,0.017455475751040474,5
Credit-G,150,F1,TabPFN,0.8024508158933799,0.015983425815686736,5
Credit-G,150,ROC_AUC,XGBoost,0.7021428571428572,0.026068166788784618,5
Credit-G,150,ROC_AUC,LightGBM,0.6922857142857143,0.0330655056576955,5
Credit-G,150,ROC_AUC,CatBoost,0.7463333333333334,0.02996341306408498,5
Credit-G,150,ROC_AUC,TabPFN,0.7469047619047618,0.02780265326087914,5
Credit-G,250,Accuracy,XGBoost,0.72,0.014142135623730963,5
Credit-G,250,Accuracy,LightGBM,0.704,0.00961769203083568,5
Credit-G,250,Accuracy,CatBoost,0.744,0.019811612756158968,5
Credit-G,250,Accuracy,TabPFN,0.723,0.024135036772294362,5
Credit-G,250,Precision,XGBoost,0.7845011127141941,0.02133455176520125,5
Credit-G,250,Precision,LightGBM,0.777060121308836,0.014180926786609125,5
Credit-G,250,Precision,CatBoost,0.7717817678703646,0.01796536042211387,5
Credit-G,250,Precision,TabPFN,0.7772513494578682,0.013683267206296746,5
Credit-G,250,Recall,XGBoost,0.8285714285714285,0.015152288168283146,5
Credit-G,250,Recall,LightGBM,0.8099999999999999,0.014811743823805507,5
Credit-G,250,Recall,CatBoost,0.9014285714285716,0.019820624179302335,5
Credit-G,250,Recall,TabPFN,0.8471428571428572,0.031379832337841154,5
Credit-G,250,F1,XGBoost,0.8056288018527507,0.006537213469359338,5
Credit-G,250,F1,LightGBM,0.7930080655675913,0.005663670644302524,5
Credit-G,250,F1,CatBoost,0.8313847796341325,0.012226009056345999,5
Credit-G,250,F1,TabPFN,0.8104939984043048,0.01826875384360971,5
Credit-G,250,ROC_AUC,XGBoost,0.7208809523809524,0.024414283856706263,5
Credit-G,250,ROC_AUC,LightGBM,0.7133809523809524,0.022811617609437177,5
Credit-G,250,ROC_AUC,CatBoost,0.7682142857142857,0.017659822509463675,5
Credit-G,250,ROC_AUC,TabPFN,0.7679285714285715,0.015761023569095405,5
Credit-G,500,Accuracy,XGBoost,0.7170000000000001,0.023611437906235173,5
Credit-G,500,Accuracy,LightGBM,0.7150000000000001,0.015411035007422455,5
Credit-G,500,Accuracy,CatBoost,0.7390000000000001,0.021908902300206663,5
Credit-G,500,Accuracy,TabPFN,0.7550000000000001,0.014577379737113264,5
Credit-G,500,Precision,XGBoost,0.7843519953768217,0.010884101511717632,5
Credit-G,500,Precision,LightGBM,0.786223814097938,0.009657103458207984,5
Credit-G,500,Precision,CatBoost,0.7781368445275492,0.010258806900101796,5
Credit-G,500,Precision,TabPFN,0.8056892251478001,0.016037452747830038,5
Credit-G,500,Recall,XGBoost,0.8214285714285714,0.03072259023943796,5
Credit-G,500,Recall,LightGBM,0.8142857142857143,0.01821078397711711,5
Credit-G,500,Recall,CatBoost,0.8771428571428572,0.0273861278752583,5
Credit-G,500,Recall,TabPFN,0.8571428571428571,0.015152288168283146,5
Credit-G,500,F1,XGBoost,0.8023166188906583,0.018958958219208812,5
Credit-G,500,F1,LightGBM,0.799944208576006,0.011865803669791682,5
Credit-G,500,F1,CatBoost,0.8245795532659909,0.016563817291948568,5
Credit-G,500,F1,TabPFN,0.830469472851988,0.009391706696193306,5
Credit-G,500,ROC_AUC,XGBoost,0.7349761904761904,0.015377293903689731,5
Credit-G,500,ROC_AUC,LightGBM,0.7335238095238096,0.013132414761205134,5
Credit-G,500,ROC_AUC,CatBoost,0.7714047619047619,0.020691592659887775,5
Credit-G,500,ROC_AUC,TabPFN,0.7850952380952381,0.015013080086915735,5
Credit-G,750,Accuracy,XGBoost,0.7460000000000001,0.023291629397704253,5
Credit-G,750,Accuracy,LightGBM,0.766,0.03189827581547319,5
Credit-G,750,Accuracy,CatBoost,0.742,0.016431676725154998,5
Credit-G,750,Accuracy,TabPFN,0.76,0.007905694150420955,5
Credit-G,750,Precision,XGBoost,0.8080123598735269,0.015537118502998744,5
Credit-G,750,Precision,LightGBM,0.8130480446537968,0.01800281974688463,5
Credit-G,750,Precision,CatBoost,0.784749762485534,0.008567398625639324,5
Credit-G,750,Precision,TabPFN,0.8117925613714057,0.00897539103324963,5
Credit-G,750,Recall,XGBoost,0.8357142857142856,0.0202030508910442,5
Credit-G,750,Recall,LightGBM,0.8642857142857142,0.03072259023943796,5
Credit-G,750,Recall,CatBoost,0.8699999999999999,0.016288220358559112,5
Credit-G,750,Recall,TabPFN,0.8557142857142856,0.01373956004405096,5
Credit-G,750,F1,XGBoost,0.8215931812984811,0.016839602941907828,5
Credit-G,750,F1,LightGBM,0.8378187786363682,0.023201720555989777,5
Credit-G,750,F1,CatBoost,0.8251638656752325,0.011853468218482677,5
Credit-G,750,F1,TabPFN,0.8330812646546304,0.005852922692121939,5
Credit-G,750,ROC_AUC,XGBoost,0.7589285714285714,0.011909225353736378,5
Credit-G,750,ROC_AUC,LightGBM,0.7698809523809523,0.010111341603612444,5
Credit-G,750,ROC_AUC,CatBoost,0.7743095238095239,0.009139725406097633,5
Credit-G,750,ROC_AUC,TabPFN,0.7856904761904764,0.006488586700477565,5
