Dataset,Samples,Metric,Model,Mean,Std,N
Adult,16000,F1,CatBoost,0.7060269487040373,0.005231000346923362,5
Adult,16000,F1,TabPFN,0.6826423806731645,0.0047833211335135545,5
Adult,16000,ROC_AUC,XGBoost,0.9188991876101305,0.0013978779696543083,5
Adult,16000,ROC_AUC,LightGBM,0.92293762437637,0.0015216700222727773,5
Adult,16000,ROC_AUC,CatBoost,0.9249871846364368,0.00040672471188831904,5
Adult,16000,ROC_AUC,TabPFN,0.914775161597907,0.0005116470490371233,5
Adult,24000,Accuracy,XGBoost,0.8679905824547036,0.0020582672367965914,5
Adult,24000,Accuracy,LightGBM,0.8727198280274336,0.0012879243310514087,5
Adult,24000,Accuracy,CatBoost,0.8732111782168083,0.0008303531493775425,5
Adult,24000,Accuracy,TabPFN,0.862176271880438,0.0008397643280578922,5
Adult,24000,Precision,XGBoost,0.7612439455707382,0.006462259975978398,5
Adult,24000,Precision,LightGBM,0.7800272417364162,0.0038001236548383588,5
Adult,24000,Precision,CatBoost,0.787058630253522,0.0018062638073610886,5
Adult,24000,Precision,TabPFN,0.7589073239850013,0.003911954161203981,5
Adult,24000,Recall,XGBoost,0.6533789563729684,0.003151776463120718,5
Adult,24000,Recall,LightGBM,0.6520958083832336,0.006261329784487726,5
Adult,24000,Recall,CatBoost,0.6446535500427716,0.005405152495953468,5
Adult,24000,Recall,TabPFN,0.6216424294268605,0.004956709873675991,5
Adult,24000,F1,XGBoost,0.7031913038038706,0.0039830361296569715,5
Adult,24000,F1,LightGBM,0.7103283236481972,0.003704720438223054,5
Adult,24000,F1,CatBoost,0.7087608315168347,0.0029753561527079975,5
Adult,24000,F1,TabPFN,0.6834320403647179,0.002435351345825811,5
Adult,24000,ROC_AUC,XGBoost,0.9221456964955838,0.001054171219274616,5
Adult,24000,ROC_AUC,LightGBM,0.9262718233870801,0.0009747905704589956,5
Adult,24000,ROC_AUC,CatBoost,0.9268487766378541,0.0010050895816956598,5
Adult,24000,ROC_AUC,TabPFN,0.9162691400174449,0.000350269369422433,5
Adult,32000,Accuracy,XGBoost,0.8710615211382946,0.001353382649690941,5
Adult,32000,Accuracy,LightGBM,0.8741529327464429,0.0008112033066294977,5
Adult,32000,Accuracy,CatBoost,0.8749718497287338,0.0012612052681962285,5
Adult,32000,Accuracy,TabPFN,0.8630156617872864,0.0004930533147217725,5
Adult,32000,Precision,XGBoost,0.7695934502513139,0.005091901635380481,5
Adult,32000,Precision,LightGBM,0.7841225333871257,0.002780005301433193,5
Adult,32000,Precision,CatBoost,0.792166821239914,0.004502322789568825,5
Adult,32000,Precision,TabPFN,0.7620349710148604,0.0016268109446314343,5
Adult,32000,Recall,XGBoost,0.658426005132592,0.00728122889261477,5
Adult,32000,Recall,LightGBM,0.6543199315654405,0.0038423087564543467,5
Adult,32000,Recall,CatBoost,0.6474764756201882,0.001186863723311538,5
Adult,32000,Recall,TabPFN,0.6218135158254918,0.0029848325615685154,5
Adult,32000,F1,XGBoost,0.7096500155834139,0.0037636145374730294,5
Adult,32000,F1,LightGBM,0.7133562029884775,0.002221158333709944,5
Adult,32000,F1,CatBoost,0.7125475606508695,0.0023604090941774262,5
Adult,32000,F1,TabPFN,0.6848152169036117,0.0016450853074478217,5
Adult,32000,ROC_AUC,XGBoost,0.9253783971361734,0.0007156300023861912,5
Adult,32000,ROC_AUC,LightGBM,0.9278697176268604,0.0005933052206795302,5
Adult,32000,ROC_AUC,CatBoost,0.9283971822201377,0.00039997143654843157,5
Adult,32000,ROC_AUC,TabPFN,0.917265900749398,0.00024714490143671426,5
Bank Marketing,10,Accuracy,XGBoost,0.8830034280659074,0.0,5
Bank Marketing,10,Accuracy,LightGBM,0.8830034280659074,0.0,5
Bank Marketing,10,Accuracy,CatBoost,0.8824947473183679,0.00025458065759642503,5
Bank Marketing,10,Accuracy,TabPFN,0.8664381289395113,0.02141032097588074,5
Bank Marketing,10,Precision,XGBoost,0.0,0.0,5
Bank Marketing,10,Precision,LightGBM,0.0,0.0,5
Bank Marketing,10,Precision,CatBoost,0.2941106719367589,0.07785660570910448,5
Bank Marketing,10,Precision,TabPFN,0.31451080667782894,0.3967747666196774,5
Bank Marketing,10,Recall,XGBoost,0.0,0.0,5
Bank Marketing,10,Recall,LightGBM,0.0,0.0,5
Bank Marketing,10,Recall,CatBoost,0.0037807183364838596,0.0031348060400334626,5
Bank Marketing,10,Recall,TabPFN,0.03270321361058598,0.030638984319132728,5
Bank Marketing,10,F1,XGBoost,0.0,0.0,5
Bank Marketing,10,F1,LightGBM,0.0,0.0,5
Bank Marketing,10,F1,CatBoost,0.00743311172524958,0.00612512885872817,5
Bank Marketing,10,F1,TabPFN,0.04835881572552171,0.04321747822272539,5
Bank Marketing,10,ROC_AUC,XGBoost,0.5,0.0,5
Bank Marketing,10,ROC_AUC,LightGBM,0.5,0.0,5
Bank Marketing,10,ROC_AUC,CatBoost,0.6217244171195282,0.08726928970203209,5
Bank Marketing,10,ROC_AUC,TabPFN,0.6162906820799396,0.11081744629063042,5
Bank Marketing,20,Accuracy,XGBoost,0.8830034280659074,0.0,5
Bank Marketing,20,Accuracy,LightGBM,0.8830034280659074,0.0,5
Bank Marketing,20,Accuracy,CatBoost,0.8831140108371116,0.0006006181848501588,5
Bank Marketing,20,Accuracy,TabPFN,0.8826274466438129,0.0008407200180802343,5
Bank Marketing,20,Precision,XGBoost,0.0,0.0,5
Bank Marketing,20,Precision,LightGBM,0.0,0.0,5
Bank Marketing,20,Precision,CatBoost,0.4286363636363636,0.30254051326578696,5
Bank Marketing,20,Precision,TabPFN,0.06666666666666667,0.14907119849998599,5
Bank Marketing,20,Recall,XGBoost,0.0,0.0,5
Bank Marketing,20,Recall,LightGBM,0.0,0.0,5
Bank Marketing,20,Recall,CatBoost,0.0090737240075614,0.009154102089076193,5
Bank Marketing,20,Recall,TabPFN,0.00321361058601134,0.0071858517235342916,5
Bank Marketing,20,F1,XGBoost,0.0,0.0,5
Bank Marketing,20,F1,LightGBM,0.0,0.0,5
Bank Marketing,20,F1,CatBoost,0.01760796749832372,0.0176351503019943,5
Bank Marketing,20,F1,TabPFN,0.00613165013525698,0.013710786516680387,5
Bank Marketing,20,ROC_AUC,XGBoost,0.5,0.0,5
Bank Marketing,20,ROC_AUC,LightGBM,0.5,0.0,5
Bank Marketing,20,ROC_AUC,CatBoost,0.6833568257117255,0.04533902950556552,5
Bank Marketing,20,ROC_AUC,TabPFN,0.7092472653711531,0.07031760420888641,5
Bank Marketing,35,Accuracy,XGBoost,0.861351321464116,0.02316404208269216,5
Bank Marketing,35,Accuracy,LightGBM,0.8830034280659074,0.0,5
Bank Marketing,35,Accuracy,CatBoost,0.8852814331527148,0.0033981493628022375,5
Bank Marketing,35,Accuracy,TabPFN,0.8832688267167976,0.0009138981980048309,5
Bank Marketing,35,Precision,XGBoost,0.2957821988828197,0.18412408923563334,5
Bank Marketing,35,Precision,LightGBM,0.0,0.0,5
Bank Marketing,35,Precision,CatBoost,0.6293480790519801,0.1067023639853738,5
Bank Marketing,35,Precision,TabPFN,0.35491270233971867,0.333172211673126,5
Bank Marketing,35,Recall,XGBoost,0.09886578449905478,0.05161234450977589,5
Bank Marketing,35,Recall,LightGBM,0.0,0.0,5
Bank Marketing,35,Recall,CatBoost,0.037429111531190884,0.04459705446172583,5
Bank Marketing,35,Recall,TabPFN,0.021172022684309982,0.025612448396695308,5
Bank Marketing,35,F1,XGBoost,0.13949151465335283,0.06688265131383304,5
Bank Marketing,35,F1,LightGBM,0.0,0.0,5
Bank Marketing,35,F1,CatBoost,0.06743729937486376,0.0761713413314422,5
Bank Marketing,35,F1,TabPFN,0.038825771308404144,0.04531248858583721,5
Bank Marketing,35,ROC_AUC,XGBoost,0.6525892830721118,0.11575676346570903,5
Bank Marketing,35,ROC_AUC,LightGBM,0.5,0.0,5
Bank Marketing,35,ROC_AUC,CatBoost,0.7199164075363425,0.04718107364412194,5
Bank Marketing,35,ROC_AUC,TabPFN,0.7583264935553785,0.0642759284517606,5
Bank Marketing,50,Accuracy,XGBoost,0.8648457370341701,0.009186160790354935,5
Bank Marketing,50,Accuracy,LightGBM,0.873073095211766,0.0044518321879628625,5
Bank Marketing,50,Accuracy,CatBoost,0.8876700210107267,0.004770079837771357,5
Bank Marketing,50,Accuracy,TabPFN,0.8843525378745992,0.005083440798684844,5
Bank Marketing,50,Precision,XGBoost,0.3145994204581933,0.09156826265779344,5
Bank Marketing,50,Precision,LightGBM,0.31452195233664926,0.0661014511929182,5
Bank Marketing,50,Precision,CatBoost,0.6242045061697393,0.13538228724682128,5
Bank Marketing,50,Precision,TabPFN,0.41201370301050205,0.24559779886529934,5
Bank Marketing,50,Recall,XGBoost,0.13950850661625708,0.07085569500734981,5
Bank Marketing,50,Recall,LightGBM,0.07939508506616254,0.042348897575084796,5
Bank Marketing,50,Recall,CatBoost,0.0809073724007561,0.07041302438993684,5
Bank Marketing,50,Recall,TabPFN,0.10756143667296784,0.09067174305926126,5
Bank Marketing,50,F1,XGBoost,0.18956371963818086,0.08052360393281689,5
Bank Marketing,50,F1,LightGBM,0.12391870271654759,0.059541115341257445,5
Bank Marketing,50,F1,CatBoost,0.13640802487910483,0.10814797163786048,5
Bank Marketing,50,F1,TabPFN,0.16480818169306571,0.13012882065463643,5
Bank Marketing,50,ROC_AUC,XGBoost,0.7011103759056737,0.0447903535922352,5
Bank Marketing,50,ROC_AUC,LightGBM,0.7441548011216683,0.03137568725127526,5
Bank Marketing,50,ROC_AUC,CatBoost,0.7636467241862992,0.022747874037265397,5
Bank Marketing,50,ROC_AUC,TabPFN,0.7790470790577324,0.050387799217049285,5
Bank Marketing,75,Accuracy,XGBoost,0.8736923587305098,0.010510134700432295,5
Bank Marketing,75,Accuracy,LightGBM,0.8554904345902908,0.007296535824055774,5
Bank Marketing,75,Accuracy,CatBoost,0.8865199601902024,0.004676879954631472,5
Bank Marketing,75,Accuracy,TabPFN,0.8855247152493642,0.005813436304378335,5
Bank Marketing,75,Precision,XGBoost,0.4097357700449571,0.10905137916393247,5
Bank Marketing,75,Precision,LightGBM,0.2742282010248748,0.040187699563955785,5
Bank Marketing,75,Precision,CatBoost,0.5913363799011209,0.13064296715092935,5
Bank Marketing,75,Precision,TabPFN,0.5297395548977838,0.10528947378476007,5
Bank Marketing,75,Recall,XGBoost,0.16313799621928163,0.03975713413628886,5
Bank Marketing,75,Recall,LightGBM,0.14820415879017007,0.05081340298110615,5
Bank Marketing,75,Recall,CatBoost,0.0869565217391304,0.0667774560267351,5
Bank Marketing,75,Recall,TabPFN,0.1589792060491493,0.10894276176587356,5
Bank Marketing,75,F1,XGBoost,0.23157045962843217,0.05276009672500776,5
Bank Marketing,75,F1,LightGBM,0.1899248085204342,0.05501011905196405,5
Bank Marketing,75,F1,CatBoost,0.14516134305846515,0.10006176673108161,5
Bank Marketing,75,F1,TabPFN,0.22966581216816903,0.1254427791689749,5
Bank Marketing,75,ROC_AUC,XGBoost,0.7419087774454228,0.05084871390861251,5
Bank Marketing,75,ROC_AUC,LightGBM,0.712772222965319,0.03365952862780019,5
Bank Marketing,75,ROC_AUC,CatBoost,0.7789830175435274,0.035325265132372566,5
Bank Marketing,75,ROC_AUC,TabPFN,0.8013632721087388,0.03900587813342758,5
Bank Marketing,100,Accuracy,XGBoost,0.8744664381289393,0.01038636573816783,5
Bank Marketing,100,Accuracy,LightGBM,0.8640937741899812,0.008379153640584516,5
Bank Marketing,100,Accuracy,CatBoost,0.8885325666261197,0.005363549402975917,5
Bank Marketing,100,Accuracy,TabPFN,0.8890191308194183,0.005022454725496137,5
Bank Marketing,100,Precision,XGBoost,0.4328616121819603,0.07649665894841912,5
Bank Marketing,100,Precision,LightGBM,0.3663158962959385,0.05776615807995128,5
Bank Marketing,100,Precision,CatBoost,0.6169135996766087,0.11451498539535382,5
Bank Marketing,100,Precision,TabPFN,0.6087086999657357,0.06193280796254483,5
Bank Marketing,100,Recall,XGBoost,0.2374291115311909,0.06198461481642491,5
Bank Marketing,100,Recall,LightGBM,0.22060491493383738,0.03773977923410552,5
Bank Marketing,100,Recall,CatBoost,0.1145557655954631,0.08812602228652937,5
Bank Marketing,100,Recall,TabPFN,0.1918714555765595,0.11548029170050784,5
Bank Marketing,100,F1,XGBoost,0.30471196833018316,0.06772846081697603,5
Bank Marketing,100,F1,LightGBM,0.2748741770293589,0.044296581648058254,5
Bank Marketing,100,F1,CatBoost,0.18166546374738435,0.13256479781930872,5
Bank Marketing,100,F1,TabPFN,0.27154756035026406,0.12373007301552286,5
Bank Marketing,100,ROC_AUC,XGBoost,0.7665747804543728,0.05331525220555252,5
Bank Marketing,100,ROC_AUC,LightGBM,0.7599318665787578,0.039007169219462574,5
Bank Marketing,100,ROC_AUC,CatBoost,0.8279190779497949,0.019997162965525492,5
Bank Marketing,100,ROC_AUC,TabPFN,0.8476686319931156,0.029623105362185986,5
Bank Marketing,150,Accuracy,XGBoost,0.8734711931881012,0.01219031487075054,5
Bank Marketing,150,Accuracy,LightGBM,0.87265288068119,0.008920130296246945,5
Bank Marketing,150,Accuracy,CatBoost,0.88802388587858,0.005791940888821748,5
Bank Marketing,150,Accuracy,TabPFN,0.8888200818312507,0.006374883359418201,5
Bank Marketing,150,Precision,XGBoost,0.4405394523214271,0.07068382310336142,5
Bank Marketing,150,Precision,LightGBM,0.43255490794448315,0.05403772335123873,5
Bank Marketing,150,Precision,CatBoost,0.5620549064620792,0.0862410472858086,5
Bank Marketing,150,Precision,TabPFN,0.6092807425706492,0.08450584388096352,5
Bank Marketing,150,Recall,XGBoost,0.27051039697542534,0.059186659532303496,5
Bank Marketing,150,Recall,LightGBM,0.2765595463137996,0.06766654118771945,5
Bank Marketing,150,Recall,CatBoost,0.1357277882797731,0.08014710461266271,5
Bank Marketing,150,Recall,TabPFN,0.19810964083175803,0.1315220023404401,5
Bank Marketing,150,F1,XGBoost,0.33163783717105727,0.05338498704782411,5
Bank Marketing,150,F1,LightGBM,0.3337562737461038,0.05970552185843819,5
Bank Marketing,150,F1,CatBoost,0.21257053235692722,0.11349881620906654,5
Bank Marketing,150,F1,TabPFN,0.2733092337674081,0.14538830613214546,5
Bank Marketing,150,ROC_AUC,XGBoost,0.8014596958143401,0.033725563388508385,5
Bank Marketing,150,ROC_AUC,LightGBM,0.7984130097429845,0.030634175456812403,5
Bank Marketing,150,ROC_AUC,CatBoost,0.8483109990021461,0.031693071896908585,5
Bank Marketing,150,ROC_AUC,TabPFN,0.8634733840506715,0.01991856072079953,5
Bank Marketing,250,Accuracy,XGBoost,0.8791993807364813,0.0038748177782751627,5
Bank Marketing,250,Accuracy,LightGBM,0.8795974787128165,0.002015520794537075,5
Bank Marketing,250,Accuracy,CatBoost,0.8897047440008847,0.005303132814735739,5
Bank Marketing,250,Accuracy,TabPFN,0.8906999889417229,0.005991708854524996,5
Bank Marketing,250,Precision,XGBoost,0.4683682217480789,0.03355705001346894,5
Bank Marketing,250,Precision,LightGBM,0.46970764659632447,0.019633186872680924,5
Bank Marketing,250,Precision,CatBoost,0.5835949527832491,0.05228332734482216,5
Bank Marketing,250,Precision,TabPFN,0.582575337735734,0.03641940589499758,5
Bank Marketing,250,Recall,XGBoost,0.2525519848771266,0.03720215316502037,5
Bank Marketing,250,Recall,LightGBM,0.23345935727788278,0.02997873634622629,5
Bank Marketing,250,Recall,CatBoost,0.19054820415879012,0.1093422046198485,5
Bank Marketing,250,Recall,TabPFN,0.22192816635160675,0.12459962287114909,5
Bank Marketing,250,F1,XGBoost,0.3275498187516005,0.038848640535490316,5
Bank Marketing,250,F1,LightGBM,0.3113705829453905,0.029939254305553976,5
Bank Marketing,250,F1,CatBoost,0.27358388941356815,0.13209027727592676,5
Bank Marketing,250,F1,TabPFN,0.3040178741327211,0.15159474335064937,5
Bank Marketing,250,ROC_AUC,XGBoost,0.8155755889173107,0.01698831594618806,5
Bank Marketing,250,ROC_AUC,LightGBM,0.8171673612977074,0.015760760872051752,5
Bank Marketing,250,ROC_AUC,CatBoost,0.8681287338144654,0.017981321020630124,5
Bank Marketing,250,ROC_AUC,TabPFN,0.8712069179806654,0.01832651560285949,5
Bank Marketing,500,Accuracy,XGBoost,0.8839544398982637,0.0042460040289824036,5
Bank Marketing,500,Accuracy,LightGBM,0.8821629990047551,0.002439847903664127,5
Bank Marketing,500,Accuracy,CatBoost,0.894216521066018,0.004089768907291297,5
Bank Marketing,500,Accuracy,TabPFN,0.8970253234546057,0.003230077127848276,5
Bank Marketing,500,Precision,XGBoost,0.5081021001105313,0.031772066514917305,5
Bank Marketing,500,Precision,LightGBM,0.4928181123106469,0.02118033044343936,5
Bank Marketing,500,Precision,CatBoost,0.6159020838241508,0.03526414981891156,5
Bank Marketing,500,Precision,TabPFN,0.6425540568420745,0.01624138729948467,5
Bank Marketing,500,Recall,XGBoost,0.2841209829867674,0.015824350042918777,5
Bank Marketing,500,Recall,LightGBM,0.24102079395085063,0.009569213956198771,5
Bank Marketing,500,Recall,CatBoost,0.25160680529300566,0.03923007687395123,5
Bank Marketing,500,Recall,TabPFN,0.2695652173913043,0.054137424567268264,5
Bank Marketing,500,F1,XGBoost,0.364230931451213,0.018965989114190646,5
Bank Marketing,500,F1,LightGBM,0.32369052201148896,0.012740134827551434,5
Bank Marketing,500,F1,CatBoost,0.35644438989510896,0.04358337246490677,5
Bank Marketing,500,F1,TabPFN,0.37734601799878054,0.05475966586082232,5
Bank Marketing,500,ROC_AUC,XGBoost,0.8425213508788335,0.020425893113655794,5
Bank Marketing,500,ROC_AUC,LightGBM,0.8439044380235625,0.01357279934648182,5
Bank Marketing,500,ROC_AUC,CatBoost,0.8879863117636685,0.007590376222372921,5
Bank Marketing,500,ROC_AUC,TabPFN,0.8943082551996714,0.014962353712391517,5
Bank Marketing,750,Accuracy,XGBoost,0.8874930885767996,0.00267075135481199,5
Bank Marketing,750,Accuracy,LightGBM,0.8889970142651775,0.0035861909159105826,5
Bank Marketing,750,Accuracy,CatBoost,0.8965166427070663,0.002510009679816179,5
Bank Marketing,750,Accuracy,TabPFN,0.9000110582771204,0.0016539427062473623,5
Bank Marketing,750,Precision,XGBoost,0.5315908175273871,0.01877464303233041,5
Bank Marketing,750,Precision,LightGBM,0.5470869494780531,0.028722112643321123,5
Bank Marketing,750,Precision,CatBoost,0.6200667405452005,0.012842154799091707,5
Bank Marketing,750,Precision,TabPFN,0.6403158088221773,0.01422923248515022,5
Bank Marketing,750,Recall,XGBoost,0.32117202268431,0.029719849057433193,5
Bank Marketing,750,Recall,LightGBM,0.29981096408317576,0.022952494721646375,5
Bank Marketing,750,Recall,CatBoost,0.2977315689981096,0.039010848929090625,5
Bank Marketing,750,Recall,TabPFN,0.3319470699432892,0.015054785286109665,5
Bank Marketing,750,F1,XGBoost,0.39992260830128756,0.026318882149127636,5
Bank Marketing,750,F1,LightGBM,0.3870060682016064,0.023371634467951086,5
Bank Marketing,750,F1,CatBoost,0.40118543103908727,0.03695051199532561,5
Bank Marketing,750,F1,TabPFN,0.43706339134067757,0.013977412991114418,5
Bank Marketing,750,ROC_AUC,XGBoost,0.8595578903260248,0.011249083921724023,5
Bank Marketing,750,ROC_AUC,LightGBM,0.8628759263884433,0.004928389819484123,5
Bank Marketing,750,ROC_AUC,CatBoost,0.8957545871098102,0.0046860559171411995,5
Bank Marketing,750,ROC_AUC,TabPFN,0.9078188190759375,0.006299961275368415,5
Bank Marketing,1000,Accuracy,XGBoost,0.8878248368904125,0.0012328863193337579,5
Bank Marketing,1000,Accuracy,LightGBM,0.8912971359062258,0.0012608375816644101,5
Bank Marketing,1000,Accuracy,CatBoost,0.896981090346124,0.0013329696963666382,5
Bank Marketing,1000,Accuracy,TabPFN,0.9000774079398429,0.0014174451128310653,5
Bank Marketing,1000,Precision,XGBoost,0.5340725154443418,0.009781454760827325,5
Bank Marketing,1000,Precision,LightGBM,0.5638874000249223,0.011814870196079878,5
Bank Marketing,1000,Precision,CatBoost,0.6292297485277782,0.017847694922344504,5
Bank Marketing,1000,Precision,TabPFN,0.643557428421871,0.017723438506840272,5
Bank Marketing,1000,Recall,XGBoost,0.3253308128544423,0.014785340036492635,5
Bank Marketing,1000,Recall,LightGBM,0.3153119092627599,0.024734105457536647,5
Bank Marketing,1000,Recall,CatBoost,0.2920604914933837,0.010588542770514197,5
Bank Marketing,1000,Recall,TabPFN,0.32835538752362947,0.016020724247189862,5
Bank Marketing,1000,F1,XGBoost,0.4041243457392675,0.010808330497213562,5
Bank Marketing,1000,F1,LightGBM,0.4038344977301966,0.019848995974625114,5
Bank Marketing,1000,F1,CatBoost,0.39872724543698573,0.008634907150098303,5
Bank Marketing,1000,F1,TabPFN,0.4345055421831473,0.01262266802426649,5
Bank Marketing,1000,ROC_AUC,XGBoost,0.8628621955391311,0.004644700606164393,5
Bank Marketing,1000,ROC_AUC,LightGBM,0.8715337713789915,0.003314105612679462,5
Bank Marketing,1000,ROC_AUC,CatBoost,0.899783975862114,0.003063208956152893,5
Bank Marketing,1000,ROC_AUC,TabPFN,0.9165380030847062,0.003385615601211732,5
Bank Marketing,1500,Accuracy,XGBoost,0.8916067676655978,0.002584421331879608,5
Bank Marketing,1500,Accuracy,LightGBM,0.8925577794979542,0.0018694703491322804,5
Bank Marketing,1500,Accuracy,CatBoost,0.8985292491429835,0.001806260487811106,5
Bank Marketing,1500,Accuracy,TabPFN,0.9018688488333518,0.0017841220192187394,5
Bank Marketing,1500,Precision,XGBoost,0.5604864083333779,0.021089162909132573,5
Bank Marketing,1500,Precision,LightGBM,0.5735631674519667,0.01684506855237111,5
Bank Marketing,1500,Precision,CatBoost,0.6338132938135121,0.013735835400641225,5
Bank Marketing,1500,Precision,TabPFN,0.6513122880622534,0.010848255017935807,5
Bank Marketing,1500,Recall,XGBoost,0.34650283553875233,0.021652659452969902,5
Bank Marketing,1500,Recall,LightGBM,0.3224952741020794,0.030717609414108938,5
Bank Marketing,1500,Recall,CatBoost,0.31474480151228723,0.026295704618607838,5
Bank Marketing,1500,Recall,TabPFN,0.3478260869565217,0.032898495810883034,5
Bank Marketing,1500,F1,XGBoost,0.4276434965871546,0.014936627591039617,5
Bank Marketing,1500,F1,LightGBM,0.41187159260272066,0.023651394686966126,5
Bank Marketing,1500,F1,CatBoost,0.42005073065052806,0.023914270567619127,5
Bank Marketing,1500,F1,TabPFN,0.4526207491979461,0.02736800923480408,5
Bank Marketing,1500,ROC_AUC,XGBoost,0.8772373057706263,0.006931348280192149,5
Bank Marketing,1500,ROC_AUC,LightGBM,0.8843870537030089,0.004041386898629058,5
Bank Marketing,1500,ROC_AUC,CatBoost,0.9065146251300582,0.004097323837235554,5
Bank Marketing,1500,ROC_AUC,TabPFN,0.9210564231374281,0.0031378102561471517,5
Bank Marketing,2000,Accuracy,XGBoost,0.8935751409930333,0.0021365667433796034,5
Bank Marketing,2000,Accuracy,LightGBM,0.8954992812119873,0.0021740134083089056,5
Bank Marketing,2000,Accuracy,CatBoost,0.901116885989163,0.0012738636074606628,5
Bank Marketing,2000,Accuracy,TabPFN,0.9035939400641381,0.0006323555658740278,5
Bank Marketing,2000,Precision,XGBoost,0.5695206816030541,0.01454897586650922,5
Bank Marketing,2000,Precision,LightGBM,0.5907188368049441,0.018741224154314187,5
Bank Marketing,2000,Precision,CatBoost,0.646565661138722,0.012265730574865503,5
Bank Marketing,2000,Precision,TabPFN,0.6507269277548947,0.008163131476263272,5
Bank Marketing,2000,Recall,XGBoost,0.3708884688090737,0.017903607550172503,5
Bank Marketing,2000,Recall,LightGBM,0.3493383742911153,0.010193050823850958,5
Bank Marketing,2000,Recall,CatBoost,0.34177693761814737,0.004258555888872907,5
Bank Marketing,2000,Recall,TabPFN,0.38071833648393194,0.02224086090695677,5
Bank Marketing,2000,F1,XGBoost,0.4490230244695854,0.014792202937769644,5
Bank Marketing,2000,F1,LightGBM,0.4388790971742396,0.009292714214977587,5
Bank Marketing,2000,F1,CatBoost,0.4471430071120679,0.005265879206240851,5
Bank Marketing,2000,F1,TabPFN,0.4799433060924844,0.01597911701096161,5
Bank Marketing,2000,ROC_AUC,XGBoost,0.8875152134259296,0.003128647660888475,5
Bank Marketing,2000,ROC_AUC,LightGBM,0.8917750555448366,0.003863865406949543,5
Bank Marketing,2000,ROC_AUC,CatBoost,0.9108803249949988,0.004562795402078477,5
Bank Marketing,2000,ROC_AUC,TabPFN,0.9256269612328409,0.0016038048673559567,5
Bank Marketing,3000,Accuracy,XGBoost,0.8946809687050757,0.002149405946001896,5
Bank Marketing,3000,Accuracy,LightGBM,0.8970032069003651,0.001932194632376719,5
Bank Marketing,3000,Accuracy,CatBoost,0.9029083268826718,0.0012037786717393382,5
Bank Marketing,3000,Accuracy,TabPFN,0.907110472188433,0.0019296614360958958,5
Bank Marketing,3000,Precision,XGBoost,0.5708428496286998,0.013493633384411128,5
Bank Marketing,3000,Precision,LightGBM,0.5908678358454982,0.011274966904627053,5
Bank Marketing,3000,Precision,CatBoost,0.6430248347618042,0.013084399635859792,5
Bank Marketing,3000,Precision,TabPFN,0.650725985593503,0.014143562511945103,5
Bank Marketing,3000,Recall,XGBoost,0.4026465028355387,0.015255210199970651,5
Bank Marketing,3000,Recall,LightGBM,0.3886578449905482,0.01764982103035549,5
Bank Marketing,3000,Recall,CatBoost,0.3831758034026465,0.007981032828954442,5
Bank Marketing,3000,Recall,TabPFN,0.4459357277882797,0.02917376060661366,5
Bank Marketing,3000,F1,XGBoost,0.4720922638040926,0.012941477648237026,5
Bank Marketing,3000,F1,LightGBM,0.4687775347540706,0.015485915378155864,5
Bank Marketing,3000,F1,CatBoost,0.4800784321035734,0.004783612433210829,5
Bank Marketing,3000,F1,TabPFN,0.5286256351180213,0.019321087962086102,5
Bank Marketing,3000,ROC_AUC,XGBoost,0.8953159338220411,0.003538477054617905,5
Bank Marketing,3000,ROC_AUC,LightGBM,0.9009128647404809,0.0019620845491930207,5
Bank Marketing,3000,ROC_AUC,CatBoost,0.9167632600350609,0.0030111407099289228,5
Bank Marketing,3000,ROC_AUC,TabPFN,0.9302174327336346,0.0011936705983528388,5
Bank Marketing,4000,Accuracy,XGBoost,0.8951232997898927,0.0009499825984701601,5
Bank Marketing,4000,Accuracy,LightGBM,0.8977772862987947,0.002179069913569551,5
Bank Marketing,4000,Accuracy,CatBoost,0.9031073758708393,0.0010589419104168715,5
Bank Marketing,4000,Accuracy,TabPFN,0.9074864536105274,0.0015883166302571572,5
Bank Marketing,4000,Precision,XGBoost,0.5717190970235171,0.00719616096040202,5
Bank Marketing,4000,Precision,LightGBM,0.5940585072785167,0.012293650957678889,5
Bank Marketing,4000,Precision,CatBoost,0.6372215892241664,0.01697147435554384,5
Bank Marketing,4000,Precision,TabPFN,0.6419077042951293,0.013992296586229828,5
Bank Marketing,4000,Recall,XGBoost,0.4136105860113421,0.011034743949108701,5
Bank Marketing,4000,Recall,LightGBM,0.3988657844990548,0.027426499297820227,5
Bank Marketing,4000,Recall,CatBoost,0.40113421550094513,0.01822506244465851,5
Bank Marketing,4000,Recall,TabPFN,0.4744801512287335,0.019633816708734434,5
Bank Marketing,4000,F1,XGBoost,0.479869420736878,0.006717822799478699,5
Bank Marketing,4000,F1,LightGBM,0.47686799953640124,0.02128901402147433,5
Bank Marketing,4000,F1,CatBoost,0.4918635221468235,0.009219752821988962,5
Bank Marketing,4000,F1,TabPFN,0.5453167786966251,0.011271941893307729,5
Bank Marketing,4000,ROC_AUC,XGBoost,0.9002452140296135,0.0036423120178001056,5
Bank Marketing,4000,ROC_AUC,LightGBM,0.9068805285903506,0.0026698642173447738,5
Bank Marketing,4000,ROC_AUC,CatBoost,0.9187553221837259,0.0024949996137321735,5
Bank Marketing,4000,ROC_AUC,TabPFN,0.9319510234809361,0.0015534660910459476,5
