Dataset,Samples,Baseline,Metric,TabPFN_Mean,Baseline_Mean,Difference
Adult,12000,CatBoost,ROC_AUC,0.9141423594934821,0.9230251590941192,-0.008882799600637092
Adult,16000,XGBoost,Accuracy,0.8614392465963763,0.864346401883509,-0.002907155287132701
Adult,16000,XGBoost,Precision,0.7553719829061849,0.7480868492275358,0.007285133678649136
Adult,16000,XGBoost,Recall,0.6227544910179641,0.653207869974337,-0.0304533789563729
Adult,16000,XGBoost,F1,0.6826423806731645,0.6974012772415306,-0.014758896568366042
Adult,16000,XGBoost,ROC_AUC,0.9147751615979068,0.9188991876101305,-0.004124026012223614
Adult,16000,LightGBM,Accuracy,0.8614392465963763,0.8691370662299109,-0.007697819633534664
Adult,16000,LightGBM,Precision,0.7553719829061849,0.7666685848234369,-0.011296601917252014
Adult,16000,LightGBM,Recall,0.6227544910179641,0.6515825491873397,-0.028828058169375614
Adult,16000,LightGBM,F1,0.6826423806731645,0.704393276683421,-0.021750896010256482
Adult,16000,LightGBM,ROC_AUC,0.9147751615979068,0.92293762437637,-0.008162462778463109
Adult,16000,CatBoost,Accuracy,0.8614392465963763,0.8719623298188146,-0.010523083222438334
Adult,16000,CatBoost,Precision,0.7553719829061849,0.7835460319320849,-0.02817404902590004
Adult,16000,CatBoost,Recall,0.6227544910179641,0.6425149700598802,-0.019760479041916135
Adult,16000,CatBoost,F1,0.6826423806731645,0.7060269487040374,-0.023384568030872854
Adult,16000,CatBoost,ROC_AUC,0.9147751615979068,0.9249871846364369,-0.010212023038530083
Adult,24000,XGBoost,Accuracy,0.8621762718804382,0.8679905824547036,-0.005814310574265402
Adult,24000,XGBoost,Precision,0.7589073239850012,0.7612439455707382,-0.0023366215857369976
Adult,24000,XGBoost,Recall,0.6216424294268605,0.6533789563729684,-0.031736526946107846
Adult,24000,XGBoost,F1,0.6834320403647179,0.7031913038038706,-0.019759263439152686
Adult,24000,XGBoost,ROC_AUC,0.9162691400174449,0.9221456964955838,-0.005876556478138895
Adult,24000,LightGBM,Accuracy,0.8621762718804382,0.8727198280274336,-0.010543556146995425
Adult,24000,LightGBM,Precision,0.7589073239850012,0.7800272417364161,-0.021119917751414974
Adult,24000,LightGBM,Recall,0.6216424294268605,0.6520958083832336,-0.03045337895637301
Adult,24000,LightGBM,F1,0.6834320403647179,0.7103283236481971,-0.02689628328347915
Adult,24000,LightGBM,ROC_AUC,0.9162691400174449,0.9262718233870804,-0.010002683369635501
Adult,24000,CatBoost,Accuracy,0.8621762718804382,0.8732111782168083,-0.011034906336370054
Adult,24000,CatBoost,Precision,0.7589073239850012,0.787058630253522,-0.028151306268520804
Adult,24000,CatBoost,Recall,0.6216424294268605,0.6446535500427716,-0.02301112061591104
Adult,24000,CatBoost,F1,0.6834320403647179,0.7087608315168347,-0.025328791152116725
Adult,24000,CatBoost,ROC_AUC,0.9162691400174449,0.9268487766378541,-0.010579636620409283
Adult,32000,XGBoost,Accuracy,0.8630156617872864,0.8710615211382946,-0.008045859351008211
Adult,32000,XGBoost,Precision,0.7620349710148604,0.7695934502513139,-0.007558479236453475
Adult,32000,XGBoost,Recall,0.6218135158254918,0.658426005132592,-0.03661248930710015
Adult,32000,XGBoost,F1,0.6848152169036117,0.7096500155834139,-0.024834798679802206
Adult,32000,XGBoost,ROC_AUC,0.917265900749398,0.9253783971361734,-0.00811249638677547
Adult,32000,LightGBM,Accuracy,0.8630156617872864,0.8741529327464429,-0.011137270959156509
Adult,32000,LightGBM,Precision,0.7620349710148604,0.7841225333871258,-0.02208756237226539
