Dataset,Samples,Baseline,Metric,TabPFN_Mean,Baseline_Mean,Difference
Adult,32000,LightGBM,Recall,0.6218135158254918,0.6543199315654405,-0.032506415739948724
Adult,32000,LightGBM,F1,0.6848152169036117,0.7133562029884775,-0.02854098608486577
Adult,32000,LightGBM,ROC_AUC,0.917265900749398,0.9278697176268604,-0.01060381687746248
Adult,32000,CatBoost,Accuracy,0.8630156617872864,0.8749718497287338,-0.011956187941447372
Adult,32000,CatBoost,Precision,0.7620349710148604,0.7921668212399141,-0.030131850225053713
Adult,32000,CatBoost,Recall,0.6218135158254918,0.6474764756201882,-0.02566295979469635
Adult,32000,CatBoost,F1,0.6848152169036117,0.7125475606508695,-0.02773234374725786
Adult,32000,CatBoost,ROC_AUC,0.917265900749398,0.9283971822201378,-0.011131281470739829
Bank Marketing,10,XGBoost,Accuracy,0.8664381289395113,0.8830034280659074,-0.016565299126396038
Bank Marketing,10,XGBoost,Precision,0.31451080667782894,0.0,0.31451080667782894
Bank Marketing,10,XGBoost,Recall,0.03270321361058598,0.0,0.03270321361058598
Bank Marketing,10,XGBoost,F1,0.04835881572552172,0.0,0.04835881572552172
Bank Marketing,10,XGBoost,ROC_AUC,0.6162906820799396,0.5,0.11629068207993964
Bank Marketing,10,LightGBM,Accuracy,0.8664381289395113,0.8830034280659074,-0.016565299126396038
Bank Marketing,10,LightGBM,Precision,0.31451080667782894,0.0,0.31451080667782894
Bank Marketing,10,LightGBM,Recall,0.03270321361058598,0.0,0.03270321361058598
Bank Marketing,10,LightGBM,F1,0.04835881572552172,0.0,0.04835881572552172
Bank Marketing,10,LightGBM,ROC_AUC,0.6162906820799396,0.5,0.11629068207993964
Bank Marketing,10,CatBoost,Accuracy,0.8664381289395113,0.8824947473183677,-0.016056618378856413
Bank Marketing,10,CatBoost,Precision,0.31451080667782894,0.2941106719367589,0.020400134741070053
Bank Marketing,10,CatBoost,Recall,0.03270321361058598,0.0037807183364838596,0.02892249527410212
Bank Marketing,10,CatBoost,F1,0.04835881572552172,0.00743311172524958,0.04092570400027214
Bank Marketing,10,CatBoost,ROC_AUC,0.6162906820799396,0.6217244171195282,-0.00543373503958855
Bank Marketing,20,XGBoost,Accuracy,0.8826274466438129,0.8830034280659074,-0.0003759814220944957
Bank Marketing,20,XGBoost,Precision,0.06666666666666667,0.0,0.06666666666666667
Bank Marketing,20,XGBoost,Recall,0.00321361058601134,0.0,0.00321361058601134
Bank Marketing,20,XGBoost,F1,0.00613165013525698,0.0,0.00613165013525698
Bank Marketing,20,XGBoost,ROC_AUC,0.7092472653711531,0.5,0.20924726537115312
Bank Marketing,20,LightGBM,Accuracy,0.8826274466438129,0.8830034280659074,-0.0003759814220944957
Bank Marketing,20,LightGBM,Precision,0.06666666666666667,0.0,0.06666666666666667
Bank Marketing,20,LightGBM,Recall,0.00321361058601134,0.0,0.00321361058601134
Bank Marketing,20,LightGBM,F1,0.00613165013525698,0.0,0.00613165013525698
Bank Marketing,20,LightGBM,ROC_AUC,0.7092472653711531,0.5,0.20924726537115312
Bank Marketing,20,CatBoost,Accuracy,0.8826274466438129,0.8831140108371116,-0.000486564193298733
Bank Marketing,20,CatBoost,Precision,0.06666666666666667,0.4286363636363636,-0.36196969696969694
Bank Marketing,20,CatBoost,Recall,0.00321361058601134,0.0090737240075614,-0.005860113421550059
Bank Marketing,20,CatBoost,F1,0.00613165013525698,0.01760796749832372,-0.011476317363066741
Bank Marketing,20,CatBoost,ROC_AUC,0.7092472653711531,0.6833568257117255,0.02589043965942761
Bank Marketing,35,XGBoost,Accuracy,0.8832688267167976,0.861351321464116,0.021917505252681657
Bank Marketing,35,XGBoost,Precision,0.35491270233971867,0.2957821988828197,0.059130503456898964
Bank Marketing,35,XGBoost,Recall,0.02117202268430998,0.09886578449905478,-0.0776937618147448
Bank Marketing,35,XGBoost,F1,0.03882577130840414,0.13949151465335285,-0.10066574334494871
Bank Marketing,35,XGBoost,ROC_AUC,0.7583264935553785,0.6525892830721117,0.10573721048326679
Bank Marketing,35,LightGBM,Accuracy,0.8832688267167976,0.8830034280659074,0.0002653986508902584
Bank Marketing,35,LightGBM,Precision,0.35491270233971867,0.0,0.35491270233971867
Bank Marketing,35,LightGBM,Recall,0.02117202268430998,0.0,0.02117202268430998
Bank Marketing,35,LightGBM,F1,0.03882577130840414,0.0,0.03882577130840414
Bank Marketing,35,LightGBM,ROC_AUC,0.7583264935553785,0.5,0.2583264935553785
Bank Marketing,35,CatBoost,Accuracy,0.8832688267167976,0.8852814331527148,-0.0020126064359171636
Bank Marketing,35,CatBoost,Precision,0.35491270233971867,0.6293480790519801,-0.2744353767122614
Bank Marketing,35,CatBoost,Recall,0.02117202268430998,0.03742911153119088,-0.016257088846880898
Bank Marketing,35,CatBoost,F1,0.03882577130840414,0.06743729937486376,-0.02861152806645962
Bank Marketing,35,CatBoost,ROC_AUC,0.7583264935553785,0.7199164075363423,0.03841008601903617
Bank Marketing,50,XGBoost,Accuracy,0.8843525378745991,0.8648457370341701,0.019506800840428995
Bank Marketing,50,XGBoost,Precision,0.41201370301050205,0.31459942045819334,0.09741428255230872
Bank Marketing,50,XGBoost,Recall,0.10756143667296784,0.13950850661625705,-0.031947069943289205
Bank Marketing,50,XGBoost,F1,0.16480818169306571,0.18956371963818086,-0.024755537945115147
Bank Marketing,50,XGBoost,ROC_AUC,0.7790470790577324,0.7011103759056738,0.07793670315205858
Bank Marketing,50,LightGBM,Accuracy,0.8843525378745991,0.873073095211766,0.011279442662833095
Bank Marketing,50,LightGBM,Precision,0.41201370301050205,0.31452195233664926,0.0974917506738528
Bank Marketing,50,LightGBM,Recall,0.10756143667296784,0.07939508506616254,0.028166351606805307
Bank Marketing,50,LightGBM,F1,0.16480818169306571,0.12391870271654759,0.04088947897651812
Bank Marketing,50,LightGBM,ROC_AUC,0.7790470790577324,0.7441548011216683,0.03489227793606409
Bank Marketing,50,CatBoost,Accuracy,0.8843525378745991,0.8876700210107265,-0.0033174831361273416
Bank Marketing,50,CatBoost,Precision,0.41201370301050205,0.6242045061697393,-0.21219080315923727
Bank Marketing,50,CatBoost,Recall,0.10756143667296784,0.0809073724007561,0.026654064272211744
Bank Marketing,50,CatBoost,F1,0.16480818169306571,0.13640802487910486,0.028400156813960853
Bank Marketing,50,CatBoost,ROC_AUC,0.7790470790577324,0.7636467241862992,0.015400354871433208
Bank Marketing,75,XGBoost,Accuracy,0.8855247152493642,0.8736923587305098,0.011832356518854392
Bank Marketing,75,XGBoost,Precision,0.5297395548977838,0.4097357700449571,0.1200037848528267
Bank Marketing,75,XGBoost,Recall,0.15897920604914928,0.16313799621928163,-0.004158790170132348
Bank Marketing,75,XGBoost,F1,0.22966581216816903,0.23157045962843217,-0.0019046474602631425
Bank Marketing,75,XGBoost,ROC_AUC,0.801363272108739,0.7419087774454228,0.059454494663316204
Bank Marketing,75,LightGBM,Accuracy,0.8855247152493642,0.8554904345902908,0.03003428065907332
Bank Marketing,75,LightGBM,Precision,0.5297395548977838,0.2742282010248748,0.255511353872909
Bank Marketing,75,LightGBM,Recall,0.15897920604914928,0.1482041587901701,0.010775047258979181
Bank Marketing,75,LightGBM,F1,0.22966581216816903,0.1899248085204342,0.039741003647734835
Bank Marketing,75,LightGBM,ROC_AUC,0.801363272108739,0.712772222965319,0.08859104914342009
Bank Marketing,75,CatBoost,Accuracy,0.8855247152493642,0.8865199601902024,-0.0009952449408382469
Bank Marketing,75,CatBoost,Precision,0.5297395548977838,0.591336379901121,-0.061596825003337186
Bank Marketing,75,CatBoost,Recall,0.15897920604914928,0.0869565217391304,0.07202268431001888
Bank Marketing,75,CatBoost,F1,0.22966581216816903,0.14516134305846515,0.08450446910970388
Bank Marketing,75,CatBoost,ROC_AUC,0.801363272108739,0.7789830175435274,0.022380254565211644
Bank Marketing,100,XGBoost,Accuracy,0.8890191308194183,0.8744664381289395,0.014552692690478763
Bank Marketing,100,XGBoost,Precision,0.6087086999657357,0.4328616121819603,0.17584708778377545
Bank Marketing,100,XGBoost,Recall,0.1918714555765595,0.2374291115311909,-0.045557655954631404
Bank Marketing,100,XGBoost,F1,0.27154756035026406,0.30471196833018316,-0.0331644079799191
Bank Marketing,100,XGBoost,ROC_AUC,0.8476686319931156,0.7665747804543728,0.08109385153874282
Bank Marketing,100,LightGBM,Accuracy,0.8890191308194183,0.8640937741899812,0.024925356629437068
Bank Marketing,100,LightGBM,Precision,0.6087086999657357,0.3663158962959385,0.2423928036697972
Bank Marketing,100,LightGBM,Recall,0.1918714555765595,0.22060491493383738,-0.02873345935727789
Bank Marketing,100,LightGBM,F1,0.27154756035026406,0.27487417702935885,-0.003326616679094785
Bank Marketing,100,LightGBM,ROC_AUC,0.8476686319931156,0.7599318665787578,0.08773676541435782
Bank Marketing,100,CatBoost,Accuracy,0.8890191308194183,0.8885325666261197,0.000486564193298622
Bank Marketing,100,CatBoost,Precision,0.6087086999657357,0.6169135996766089,-0.008204899710873126
Bank Marketing,100,CatBoost,Recall,0.1918714555765595,0.1145557655954631,0.07731568998109639
Bank Marketing,100,CatBoost,F1,0.27154756035026406,0.18166546374738438,0.08988209660287969
Bank Marketing,100,CatBoost,ROC_AUC,0.8476686319931156,0.8279190779497949,0.019749554043320683
Bank Marketing,150,XGBoost,Accuracy,0.8888200818312507,0.8734711931881012,0.015348888643149539
Bank Marketing,150,XGBoost,Precision,0.6092807425706492,0.44053945232142705,0.1687412902492222
Bank Marketing,150,XGBoost,Recall,0.198109640831758,0.2705103969754253,-0.07240075614366728
Bank Marketing,150,XGBoost,F1,0.2733092337674081,0.3316378371710572,-0.05832860340364909
Bank Marketing,150,XGBoost,ROC_AUC,0.8634733840506715,0.8014596958143401,0.062013688236331466
Bank Marketing,150,LightGBM,Accuracy,0.8888200818312507,0.87265288068119,0.01616720115006076
Bank Marketing,150,LightGBM,Precision,0.6092807425706492,0.43255490794448315,0.1767258346261661
Bank Marketing,150,LightGBM,Recall,0.198109640831758,0.2765595463137996,-0.07844990548204159
Bank Marketing,150,LightGBM,F1,0.2733092337674081,0.3337562737461038,-0.06044703997869566
Bank Marketing,150,LightGBM,ROC_AUC,0.8634733840506715,0.7984130097429845,0.06506037430768707
Bank Marketing,150,CatBoost,Accuracy,0.8888200818312507,0.8880238858785802,0.0007961959526705531
Bank Marketing,150,CatBoost,Precision,0.6092807425706492,0.5620549064620792,0.04722583610857001
Bank Marketing,150,CatBoost,Recall,0.198109640831758,0.1357277882797731,0.06238185255198489
Bank Marketing,150,CatBoost,F1,0.2733092337674081,0.21257053235692722,0.060738701410480905
Bank Marketing,150,CatBoost,ROC_AUC,0.8634733840506715,0.8483109990021459,0.015162385048525628
Bank Marketing,250,XGBoost,Accuracy,0.8906999889417229,0.8791993807364813,0.01150060820524157
Bank Marketing,250,XGBoost,Precision,0.582575337735734,0.4683682217480789,0.1142071159876551
Bank Marketing,250,XGBoost,Recall,0.22192816635160675,0.2525519848771266,-0.030623818525519847
Bank Marketing,250,XGBoost,F1,0.3040178741327211,0.3275498187516005,-0.02353194461887942
Bank Marketing,250,XGBoost,ROC_AUC,0.8712069179806656,0.8155755889173107,0.055631329063354884
Bank Marketing,250,LightGBM,Accuracy,0.8906999889417229,0.8795974787128165,0.011102510228906404
Bank Marketing,250,LightGBM,Precision,0.582575337735734,0.46970764659632447,0.11286769113940953
Bank Marketing,250,LightGBM,Recall,0.22192816635160675,0.23345935727788278,-0.011531190926276025
Bank Marketing,250,LightGBM,F1,0.3040178741327211,0.3113705829453905,-0.007352708812669417
Bank Marketing,250,LightGBM,ROC_AUC,0.8712069179806656,0.8171673612977074,0.054039556682958234
Bank Marketing,250,CatBoost,Accuracy,0.8906999889417229,0.8897047440008846,0.0009952449408382469
Bank Marketing,250,CatBoost,Precision,0.582575337735734,0.5835949527832491,-0.0010196150475151322
Bank Marketing,250,CatBoost,Recall,0.22192816635160675,0.19054820415879012,0.031379962192816635
Bank Marketing,250,CatBoost,F1,0.3040178741327211,0.27358388941356815,0.03043398471915293
Bank Marketing,250,CatBoost,ROC_AUC,0.8712069179806656,0.8681287338144654,0.003078184166200204
Bank Marketing,500,XGBoost,Accuracy,0.8970253234546058,0.8839544398982639,0.013070883556341895
Bank Marketing,500,XGBoost,Precision,0.6425540568420743,0.5081021001105313,0.1344519567315431
Bank Marketing,500,XGBoost,Recall,0.2695652173913043,0.28412098298676747,-0.014555765595463177
Bank Marketing,500,XGBoost,F1,0.37734601799878054,0.364230931451213,0.013115086547567545
Bank Marketing,500,XGBoost,ROC_AUC,0.8943082551996714,0.8425213508788335,0.05178690432083788
Bank Marketing,500,LightGBM,Accuracy,0.8970253234546058,0.8821629990047551,0.014862324449850695
Bank Marketing,500,LightGBM,Precision,0.6425540568420743,0.4928181123106469,0.1497359445314274
Bank Marketing,500,LightGBM,Recall,0.2695652173913043,0.24102079395085063,0.02854442344045366
Bank Marketing,500,LightGBM,F1,0.37734601799878054,0.323690522011489,0.053655495987291524
Bank Marketing,500,LightGBM,ROC_AUC,0.8943082551996714,0.8439044380235625,0.05040381717610887
Bank Marketing,500,CatBoost,Accuracy,0.8970253234546058,0.8942165210660178,0.0028088023885880498
Bank Marketing,500,CatBoost,Precision,0.6425540568420743,0.6159020838241508,0.026651973017923547
Bank Marketing,500,CatBoost,Recall,0.2695652173913043,0.25160680529300566,0.017958412098298626
Bank Marketing,500,CatBoost,F1,0.37734601799878054,0.35644438989510896,0.020901628103671577
Bank Marketing,500,CatBoost,ROC_AUC,0.8943082551996714,0.8879863117636685,0.006321943436002897
Bank Marketing,750,XGBoost,Accuracy,0.9000110582771204,0.8874930885767996,0.012517969700320708
Bank Marketing,750,XGBoost,Precision,0.6403158088221774,0.5315908175273872,0.10872499129479019
Bank Marketing,750,XGBoost,Recall,0.3319470699432892,0.32117202268431,0.010775047258979209
Bank Marketing,750,XGBoost,F1,0.43706339134067757,0.39992260830128756,0.03714078303939
Bank Marketing,750,XGBoost,ROC_AUC,0.9078188190759375,0.8595578903260248,0.048260928749912724
Bank Marketing,750,LightGBM,Accuracy,0.9000110582771204,0.8889970142651775,0.011014044011942836
Bank Marketing,750,LightGBM,Precision,0.6403158088221774,0.5470869494780531,0.09322885934412428
Bank Marketing,750,LightGBM,Recall,0.3319470699432892,0.29981096408317576,0.03213610586011345
Bank Marketing,750,LightGBM,F1,0.43706339134067757,0.3870060682016064,0.050057323139071186
Bank Marketing,750,LightGBM,ROC_AUC,0.9078188190759375,0.8628759263884433,0.044942892687494185
Bank Marketing,750,CatBoost,Accuracy,0.9000110582771204,0.8965166427070663,0.0034944155700540325
Bank Marketing,750,CatBoost,Precision,0.6403158088221774,0.6200667405452005,0.020249068276976923
Bank Marketing,750,CatBoost,Recall,0.3319470699432892,0.2977315689981096,0.03421550094517961
Bank Marketing,750,CatBoost,F1,0.43706339134067757,0.40118543103908727,0.035877960301590295
Bank Marketing,750,CatBoost,ROC_AUC,0.9078188190759375,0.8957545871098102,0.012064231966127381
Bank Marketing,1000,XGBoost,Accuracy,0.9000774079398429,0.8878248368904125,0.01225257104943045
Bank Marketing,1000,XGBoost,Precision,0.643557428421871,0.5340725154443418,0.10948491297752927
Bank Marketing,1000,XGBoost,Recall,0.32835538752362947,0.3253308128544423,0.0030245746691871522
Bank Marketing,1000,XGBoost,F1,0.4345055421831473,0.4041243457392675,0.03038119644387982
Bank Marketing,1000,XGBoost,ROC_AUC,0.9165380030847062,0.8628621955391311,0.053675807545575105
Bank Marketing,1000,LightGBM,Accuracy,0.9000774079398429,0.8912971359062258,0.008780272033617087
Bank Marketing,1000,LightGBM,Precision,0.643557428421871,0.5638874000249223,0.0796700283969487
Bank Marketing,1000,LightGBM,Recall,0.32835538752362947,0.31531190926275987,0.013043478260869601
Bank Marketing,1000,LightGBM,F1,0.4345055421831473,0.4038344977301966,0.030671044452950713
Bank Marketing,1000,LightGBM,ROC_AUC,0.9165380030847062,0.8715337713789915,0.04500423170571477
Bank Marketing,1000,CatBoost,Accuracy,0.9000774079398429,0.896981090346124,0.003096317593718867
Bank Marketing,1000,CatBoost,Precision,0.643557428421871,0.6292297485277782,0.014327679894092782
Bank Marketing,1000,CatBoost,Recall,0.32835538752362947,0.2920604914933837,0.03629489603024577
Bank Marketing,1000,CatBoost,F1,0.4345055421831473,0.39872724543698573,0.035778296746161564
Bank Marketing,1000,CatBoost,ROC_AUC,0.9165380030847062,0.899783975862114,0.016754027222592227
Bank Marketing,1500,XGBoost,Accuracy,0.9018688488333518,0.8916067676655978,0.010262081167754067
Bank Marketing,1500,XGBoost,Precision,0.6513122880622534,0.5604864083333779,0.09082587972887546
Bank Marketing,1500,XGBoost,Recall,0.3478260869565217,0.34650283553875233,0.0013232514177693444
Bank Marketing,1500,XGBoost,F1,0.4526207491979461,0.4276434965871546,0.02497725261079148
Bank Marketing,1500,XGBoost,ROC_AUC,0.9210564231374281,0.8772373057706263,0.043819117366801774
Bank Marketing,1500,LightGBM,Accuracy,0.9018688488333518,0.8925577794979542,0.009311069335397604
Bank Marketing,1500,LightGBM,Precision,0.6513122880622534,0.5735631674519667,0.07774912061028671
Bank Marketing,1500,LightGBM,Recall,0.3478260869565217,0.32249527410207934,0.02533081285444233
Bank Marketing,1500,LightGBM,F1,0.4526207491979461,0.41187159260272066,0.04074915659522543
Bank Marketing,1500,LightGBM,ROC_AUC,0.9210564231374281,0.8843870537030089,0.03666936943441923
Bank Marketing,1500,CatBoost,Accuracy,0.9018688488333518,0.8985292491429835,0.0033395996903683445
Bank Marketing,1500,CatBoost,Precision,0.6513122880622534,0.6338132938135121,0.01749899424874124
Bank Marketing,1500,CatBoost,Recall,0.3478260869565217,0.31474480151228723,0.03308128544423444
Bank Marketing,1500,CatBoost,F1,0.4526207491979461,0.420050730650528,0.03257001854741809
Bank Marketing,1500,CatBoost,ROC_AUC,0.9210564231374281,0.9065146251300582,0.014541798007369877
Bank Marketing,2000,XGBoost,Accuracy,0.9035939400641381,0.8935751409930333,0.010018799071104811
Bank Marketing,2000,XGBoost,Precision,0.6507269277548948,0.5695206816030541,0.08120624615184069
Bank Marketing,2000,XGBoost,Recall,0.38071833648393194,0.3708884688090737,0.009829867674858217
Bank Marketing,2000,XGBoost,F1,0.4799433060924844,0.4490230244695854,0.030920281622899004
Bank Marketing,2000,XGBoost,ROC_AUC,0.9256269612328408,0.8875152134259296,0.03811174780691118
Bank Marketing,2000,LightGBM,Accuracy,0.9035939400641381,0.8954992812119873,0.008094658852150771
Bank Marketing,2000,LightGBM,Precision,0.6507269277548948,0.5907188368049441,0.06000809094995074
Bank Marketing,2000,LightGBM,Recall,0.38071833648393194,0.3493383742911153,0.031379962192816635
Bank Marketing,2000,LightGBM,F1,0.4799433060924844,0.4388790971742395,0.041064208918244915
Bank Marketing,2000,LightGBM,ROC_AUC,0.9256269612328408,0.8917750555448366,0.033851905688004225
Bank Marketing,2000,CatBoost,Accuracy,0.9035939400641381,0.901116885989163,0.0024770540749751158
Bank Marketing,2000,CatBoost,Precision,0.6507269277548948,0.646565661138722,0.004161266616172776
Bank Marketing,2000,CatBoost,Recall,0.38071833648393194,0.34177693761814737,0.03894139886578457
Bank Marketing,2000,CatBoost,F1,0.4799433060924844,0.447143007112068,0.03280029898041642
Bank Marketing,2000,CatBoost,ROC_AUC,0.9256269612328408,0.9108803249949988,0.014746636237842004
Bank Marketing,3000,XGBoost,Accuracy,0.907110472188433,0.8946809687050757,0.012429503483357252
Bank Marketing,3000,XGBoost,Precision,0.650725985593503,0.5708428496286998,0.07988313596480323
Bank Marketing,3000,XGBoost,Recall,0.4459357277882797,0.4026465028355387,0.04328922495274101
Bank Marketing,3000,XGBoost,F1,0.5286256351180214,0.4720922638040926,0.056533371313928826
Bank Marketing,3000,XGBoost,ROC_AUC,0.9302174327336346,0.8953159338220411,0.03490149891159344
Bank Marketing,3000,LightGBM,Accuracy,0.907110472188433,0.8970032069003648,0.010107265288068157
Bank Marketing,3000,LightGBM,Precision,0.650725985593503,0.5908678358454982,0.05985814974800485
Bank Marketing,3000,LightGBM,Recall,0.4459357277882797,0.3886578449905482,0.05727788279773155
Bank Marketing,3000,LightGBM,F1,0.5286256351180214,0.4687775347540707,0.05984810036395072
Bank Marketing,3000,LightGBM,ROC_AUC,0.9302174327336346,0.9009128647404809,0.02930456799315362
Bank Marketing,3000,CatBoost,Accuracy,0.907110472188433,0.9029083268826718,0.00420214530576124
Bank Marketing,3000,CatBoost,Precision,0.650725985593503,0.643024834761804,0.007701150831698977
Bank Marketing,3000,CatBoost,Recall,0.4459357277882797,0.3831758034026465,0.06275992438563321
Bank Marketing,3000,CatBoost,F1,0.5286256351180214,0.4800784321035734,0.04854720301444798
Bank Marketing,3000,CatBoost,ROC_AUC,0.9302174327336346,0.9167632600350609,0.01345417269857363
Bank Marketing,4000,XGBoost,Accuracy,0.9074864536105276,0.8951232997898927,0.012363153820634909
Bank Marketing,4000,XGBoost,Precision,0.6419077042951293,0.571719097023517,0.07018860727161236
Bank Marketing,4000,XGBoost,Recall,0.4744801512287335,0.4136105860113421,0.0608695652173914
Bank Marketing,4000,XGBoost,F1,0.5453167786966251,0.479869420736878,0.0654473579597471
Bank Marketing,4000,XGBoost,ROC_AUC,0.9319510234809361,0.9002452140296135,0.03170580945132251
Bank Marketing,4000,LightGBM,Accuracy,0.9074864536105276,0.8977772862987946,0.009709167311732991
Bank Marketing,4000,LightGBM,Precision,0.6419077042951293,0.5940585072785168,0.0478491970166125
Bank Marketing,4000,LightGBM,Recall,0.4744801512287335,0.3988657844990548,0.0756143667296787
Bank Marketing,4000,LightGBM,F1,0.5453167786966251,0.47686799953640124,0.06844877916022385
Bank Marketing,4000,LightGBM,ROC_AUC,0.9319510234809361,0.9068805285903508,0.025070494890585215
Bank Marketing,4000,CatBoost,Accuracy,0.9074864536105276,0.9031073758708393,0.004379077739688264
Bank Marketing,4000,CatBoost,Precision,0.6419077042951293,0.6372215892241663,0.0046861150709630595
Bank Marketing,4000,CatBoost,Recall,0.4744801512287335,0.40113421550094513,0.07334593572778836
Bank Marketing,4000,CatBoost,F1,0.5453167786966251,0.4918635221468235,0.0534532565498016
Bank Marketing,4000,CatBoost,ROC_AUC,0.9319510234809361,0.9187553221837259,0.01319570129721015
Bank Marketing,6000,XGBoost,Accuracy,0.9092557779497954,0.8977772862987946,0.011478491651000788
Bank Marketing,6000,XGBoost,Precision,0.6417822657304063,0.5851085563339471,0.056673709396459215
Bank Marketing,6000,XGBoost,Recall,0.5083175803402646,0.43478260869565216,0.07353497164461248
Bank Marketing,6000,XGBoost,F1,0.5671205158461313,0.49874782744345547,0.06837268840267585
Bank Marketing,6000,XGBoost,ROC_AUC,0.93476774150019,0.9070294136098758,0.027738327890314274
Bank Marketing,6000,LightGBM,Accuracy,0.9092557779497954,0.899635076855026,0.009620701094769424
Bank Marketing,6000,LightGBM,Precision,0.6417822657304063,0.6002993861105802,0.04148287961982611
Bank Marketing,6000,LightGBM,Recall,0.5083175803402646,0.42608695652173906,0.08223062381852558
Bank Marketing,6000,LightGBM,F1,0.5671205158461313,0.4983262609547473,0.06879425489138402
Bank Marketing,6000,LightGBM,ROC_AUC,0.93476774150019,0.9130650925115973,0.021702648988592754
Bank Marketing,6000,CatBoost,Accuracy,0.9092557779497954,0.9055401968373328,0.003715581112462618
Bank Marketing,6000,CatBoost,Precision,0.6417822657304063,0.6408979451298881,0.0008843206005182402
Bank Marketing,6000,CatBoost,Recall,0.5083175803402646,0.4383742911153119,0.06994328922495274
Bank Marketing,6000,CatBoost,F1,0.5671205158461313,0.5205477669967342,0.046572748849397105
Bank Marketing,6000,CatBoost,ROC_AUC,0.93476774150019,0.922907033864299,0.011860707635891088
Bank Marketing,8000,XGBoost,Accuracy,0.9100077407939843,0.8984628994802609,0.011544841313723353
Bank Marketing,8000,XGBoost,Precision,0.6421928003857267,0.586502781882383,0.05569001850334365
Bank Marketing,8000,XGBoost,Recall,0.5213610586011341,0.4493383742911153,0.07202268431001885
Bank Marketing,8000,XGBoost,F1,0.5754319579808003,0.50875413873349,0.06667781924731031
Bank Marketing,8000,XGBoost,ROC_AUC,0.9360462966360602,0.9109335793838399,0.025112717252220307
Bank Marketing,8000,LightGBM,Accuracy,0.9100077407939843,0.9018024991706293,0.008205241623355009
Bank Marketing,8000,LightGBM,Precision,0.6421928003857267,0.6111809583358061,0.03101184204992058
Bank Marketing,8000,LightGBM,Recall,0.5213610586011341,0.4417769376181474,0.07958412098298673
Bank Marketing,8000,LightGBM,F1,0.5754319579808003,0.5128283922238871,0.06260356575691317
Bank Marketing,8000,LightGBM,ROC_AUC,0.9360462966360602,0.9172408805262229,0.018805416109837325
Bank Marketing,8000,CatBoost,Accuracy,0.9100077407939843,0.9060931106933541,0.003914630100630201
Bank Marketing,8000,CatBoost,Precision,0.6421928003857267,0.6405535719601536,0.0016392284255730694
Bank Marketing,8000,CatBoost,Recall,0.5213610586011341,0.4495274102079395,0.07183364839319462
Bank Marketing,8000,CatBoost,F1,0.5754319579808003,0.5282733148107761,0.04715864317002416
Bank Marketing,8000,CatBoost,ROC_AUC,0.9360462966360602,0.9250716312367352,0.010974665399325012
Bank Marketing,12000,XGBoost,Accuracy,0.9109366360721,0.9013159349773305,0.009620701094769424
Bank Marketing,12000,XGBoost,Precision,0.6463745734006033,0.6023571266811423,0.04401744671946106
Bank Marketing,12000,XGBoost,Recall,0.5274102079395085,0.4616257088846881,0.06578449905482042
Bank Marketing,12000,XGBoost,F1,0.5807659575730189,0.5225023909070056,0.05826356666601329
Bank Marketing,12000,XGBoost,ROC_AUC,0.9374090360825413,0.9147113858333146,0.022697650249226764
Bank Marketing,12000,LightGBM,Accuracy,0.9109366360721,0.9046997677761806,0.006236868295919407
Bank Marketing,12000,LightGBM,Precision,0.6463745734006033,0.6294338611613481,0.016940712239255196
Bank Marketing,12000,LightGBM,Recall,0.5274102079395085,0.4517958412098298,0.07561436672967875
Bank Marketing,12000,LightGBM,F1,0.5807659575730189,0.5258626471406803,0.05490331043233854
Bank Marketing,12000,LightGBM,ROC_AUC,0.9374090360825413,0.9233612172161176,0.0140478188664237
Bank Marketing,12000,CatBoost,Accuracy,0.9109366360721,0.9071768218511556,0.003759814220944402
Bank Marketing,12000,CatBoost,Precision,0.6463745734006033,0.6489137704528274,-0.0025391970522240515
Bank Marketing,12000,CatBoost,Recall,0.5274102079395085,0.45009451795841204,0.0773156899810965
Bank Marketing,12000,CatBoost,F1,0.5807659575730189,0.53145137444341,0.0493145831296089
Bank Marketing,12000,CatBoost,ROC_AUC,0.9374090360825413,0.9278476065117369,0.009561429570804414
Bank Marketing,16000,XGBoost,Accuracy,0.911511666482362,0.9021121309300011,0.00939953555236095
Bank Marketing,16000,XGBoost,Precision,0.6458652060868326,0.6054260165243084,0.040439189562524236
Bank Marketing,16000,XGBoost,Recall,0.5395085066162572,0.4689981096408317,0.07051039697542544
Bank Marketing,16000,XGBoost,F1,0.587871375732578,0.528509865710572,0.05936151002200596
Bank Marketing,16000,XGBoost,ROC_AUC,0.9388495797294784,0.9180493197902967,0.020800259939181664
Bank Marketing,16000,LightGBM,Accuracy,0.911511666482362,0.9050757491982748,0.006435917284087211
Bank Marketing,16000,LightGBM,Precision,0.6458652060868326,0.6290225160114606,0.01684269007537198
Bank Marketing,16000,LightGBM,Recall,0.5395085066162572,0.4601134215500945,0.07939508506616266
Bank Marketing,16000,LightGBM,F1,0.587871375732578,0.5314521992324699,0.05641917650010808
Bank Marketing,16000,LightGBM,ROC_AUC,0.9388495797294784,0.9279859329816184,0.01086364674786
Bank Marketing,16000,CatBoost,Accuracy,0.911511666482362,0.9080836005750303,0.00342806590733169
Bank Marketing,16000,CatBoost,Precision,0.6458652060868326,0.6494449516883329,-0.003579745601500317
