Accuracy,Precision,Recall,F1,ROC_AUC,Prediction_Time,Model,Samples,Seed,Training_Time
0.7606715119254785,0.0,0.0,0.0,0.5,0.08141279988922179,XGBoost,5,42,0.35220349999144673
0.7606715119254785,0.0,0.0,0.0,0.5,0.043365800054743886,LightGBM,5,42,1.9366163001395762
0.7544272699355102,0.33513513513513515,0.026518391787852865,0.049147839873166864,0.5895495185302733,0.04329739999957383,CatBoost,5,42,0.5230505999643356
0.7606715119254785,0.0,0.0,0.0,0.6551803250871808,0.0777371998410672,XGBoost,10,42,0.34242430003359914
0.7606715119254785,0.0,0.0,0.0,0.5,0.04805869981646538,LightGBM,10,42,0.02562089986167848
0.7628211690039922,0.5180102915951973,0.12917023096663816,0.20677850051352276,0.7245109527182443,0.04298539995215833,CatBoost,10,42,0.302121999906376
0.751561060497492,0.4497175141242938,0.17023096663815226,0.2469748681352777,0.6808378168399345,0.0719010999891907,XGBoost,20,42,0.383543600095436
0.7606715119254785,0.0,0.0,0.0,0.5,0.04094610013999045,LightGBM,20,42,0.02904819999821484
0.7867744907360016,0.7033492822966507,0.18862275449101795,0.2974704890387858,0.7559483950375966,0.04655690002255142,CatBoost,20,42,0.4443595998454839
0.732214146790869,0.41965317919075146,0.3105218135158255,0.35693215339233036,0.6651776325082115,0.07409510016441345,XGBoost,35,42,0.3474399000406265
0.7606715119254785,0.0,0.0,0.0,0.5,0.05533659993670881,LightGBM,35,42,0.02963060000911355
0.7914832633841744,0.6005344021376086,0.38451668092386654,0.46883963494132985,0.7479647084514861,0.05487399990670383,CatBoost,35,42,0.3490132000297308
0.7870815846043607,0.5757042253521126,0.4195893926432849,0.48540326571004455,0.7502019434226881,0.08258960000239313,XGBoost,50,42,0.3578260999638587
0.7852390213942062,0.6411764705882353,0.23310521813515825,0.34190715181932246,0.7658981017145592,0.05901089985854924,LightGBM,50,42,0.03651289991103113
0.8122632818098066,0.6792318634423897,0.4084687767322498,0.5101495726495726,0.81245047824646,0.054855499882251024,CatBoost,50,42,0.3434160000178963
